pkoakwood,firstname
5741,Elerta
5742,Caesar
5743,Adolph
5744,Ruben F. O.
5745,Malissa
5746,Infant of Chas.
5747,Jno.
5748,Marie
5749,Mrs. Susan
5750,Bennie
5751,Mrs. Lucy
5752,Francis
5753,Infant of Ed
5754,Dieta
5755,Infant of Flower
5756,Delfena
5757,Nora
5758,Dr. R. E.
5759,Willie
5760,Jon H.
5761,Squire
5762,Mrs. Susan
5763,Elsey
5764,Johanna
5765,Jeff
5766,Infant of Hattie
5767,Alma Lee
5768,Frank
5769,Victor
5770,None
5771,Jacob
5772,Philip
5773,Bettie
5774,Mrs.
5775,Nancie
5776,Infant of Geo.
5777,John
5778,Child of Alf
5779,Taylor
5780,August
5781,Mrs. Norman
5782,Lillie
5783,Etta
5784,Mrs. Francis
5785,Child of Mrs.
5786,Franz
5787,Louisa
5788,Clara
5789,August
5790,Johnie
5791,Infant of W. H.
5792,Isabella
5793,S.
5794,Lewis
5795,Gluda
5796,Mrs. E.
5797,none
5798,Mrs.
5799,Infant of Mrs.
5800,Clara
5801,Thomas D.
5802,Charles
5803,Mrs. Hellen
5804,Pablo
5805,Mrs. Henry
5806,Ludwig
5807,James
5808,Joe
5809,A.
5810,Edward
5811,Miss Sallie
5812,Child of Mary
5813,Child of Mrs.
5814,Mrs.
5815,James
5816,Adolph
5817,Infant of Mrs.
5818,Otis
5819,Nameless
5820,Sarah
5821,L. C. (Mrs.)
5822,Mr. S. A.
5823,Ann
5824,Francis
5825,Daniel
5826,Mrs. Lucindy Jane
5827,
5828,Mabel Gray
5829,Mrs. Mary
5830,Sen
5831,Austin
5832,Infant of Walter
5833,William
5834,Harry B.
5835,Chester H.
5836,Thos. A.
5837,Albert
5838,C. C.
5839,Emma J.
5840,Early W.
5841,Miss Carrie B.
5842,Miss Henriette
5843,John
5844,Fred
5845,Sarah
5846,R. H.
5847,C. L.
5848,Infant Julia
5849,Infant of Elvira
5850,Edwin
5851,Mrs. Bettie
5852,Louise
5853,Ruth S.
5854,C. A.
5855,Maurice
5856,Mrs. L. A.
5857,David D.
5858,Birdie
5859,Owen
5860,Mary
5861,Child of A. H.
5862,Mrs. Francis
5863,Solomon
5864,Florence
5865,Louisa
5866,Dr. W. C.
5867,Judson Clyde
5868,J. C.
5869,Mahalia
5870,Mr.
5871,Clara A.
5872,Paul
5873,Mrs.
5874,Mrs. E. F.
5875,Mary
5876,Infat of H. L.
5877,W. A.
5878,Hariet
5879,E. C.
5880,J. T.
5881,August
5882,John L.
5883,Infant of D. A.
5884,John Bremond
5885,Miles
5886,Mrs.
5887,Mary
5888,Squire
5889,Infat of Jim
5890,infant of D. A. J.
5891,W. W.
5892,Alice
5893,Child of A. S.
5894,Mrs. J. R.
5895,Ed
5896,Ben
5897,Thresa
5898,Ratliff
5899,Dora
5900,Joseph
5901,Thomas
5902,Geo. W.
5903,M. M.
5904,Mary
5905,W. R.
5906,Child of Sallie
5907,Thomas
5908,Esther
5909,Alford W.
5910,Mr.
5911,Nellie
5912,John
5913,Z. W. and Lucy
5914,W. A.
5915,Henry
5916,Infant of Julius N.
5917,Lilllie
5918,Infant of S. J.
5919,R. W.
5920,Carolina
5921,W. S.
5922,Thos. B.
5923,Jacob S.
5924,Mrs. Mary
5925,W. J.
5926,Mrs.
5927,Paul
5928,Marth
5929,Ghezzi
5930,Rafael
5931,Jessie W.
5932,Lillie Pearl
5933,Child of Little
5934,M.
5935,Jacob
5936,Bennir
5937,Wm. Newton
5938,S.
5939,C. G.
5940,Robert
5941,infant of H. P.
5942,Louis R.
5943,Ysabel
5944,Wm.
5945,Newell
5946,Joe
5947,Infant of R. E.
5948,Louis R.
5949,A. P.
5950,Child of Mr.
5951,Harry
5952,Geo. Francis
5953,Thomas
5954,Joseph
5955,Ferdinand
5956,Mrs. M. R.
5957,Joseph
5958,Mrs. Flora
5959,George
5960,Mrs. Annie
5961,Infant of B. Q.
5962,Child of E. D.
5963,Peter Ed
5964,Isabella
5965,George
5966,Helen
5967,Infant of W. W.
5968,Mary
5969,Child of Fannie
5970,Olga
5971,Col.
5972,Walter A.
5973,Mr. W.
5974,Infant of Theo.
5975,Blank
5976,Thos.
5977,Geo.
5978,Robt.
5979,Infant of R.
5980,Mrs. H. N.
5981,Infant of John
5982,Adeline
5983,Jeff
5984,Lucindy
5985,Albert
5986,Joe
5987,John
5988,Will
5989,Marion
5990,John
5991,Mrs.
5992,Cloma
5993,J.
5994,Leander
5995,Wm. R.
5996,Frank
5997,Jno.
5998,John A.
5999,Blank
6000,Ed
6001,Alice
6002,Francis E.
6003,Wm.
6004,br L. B.
6005,Tempy
6006,Tom
6007,C. G.
6008,Miss E. J.
6009,L. P.
6010,Virginia Lana
6011,Texanna
6012,Mrs. N. M.
6013,Mrs. J. P.
6014,Wm.
6015,Allen
6016,infant of M. J.
6017,infant of L. E.
6018,child of Jack
6019,A.
6020,infant of Mr.
6021,infant of Dick
6022,Maurice
6023,Mrs. Jennie
6024,Leander
6025,infant of B. F.
6026,Leonora
6027,G.
6028,Lillie Mouthe
6029,Reinhold A.
6030,A.
6031,Susan J.
6032,Ollie
6033,Mr.
6034,Martha
6035,Annie Sophia
6036,Jesus
6037,Mrs. M. M.
6038,infant of Paul
6039,James
6040,Mrs. Eliza
6041,D.
6042,Bettie
6043,Miss
6044,Edmond
6045,Wm. T.
6046,Lourenza
6047,L. C.
6048,John
6049,Matilda
6050,Mrs. Celia
6051,Mr. Cone
6052,Salie
6053,Mrs. Edd
6054,Miss. A. T.
6055,Henry
6056,Mrs. Margaret
6057,Arther
6058,Mr. C. J.
6059,Thos.
6060,Robert
6061,W. M.
6062,G. W.
6063,Wm. A.
6064,Oliver D.
6065,J. E.
6066,Sarah
6067,C. C.
6068,child of Mrs.
6069,Mrs.
6070,Isah
6071,Amanda
6072,J.
6073,Mrs. Margret
6074,Mary Elizabeth
6075,Mrs. Ruth
6076,Augustina
6077,Matilda
6078,Mrs. Lucy
6079,Anthony
6080,infant of Jno. T.
6081,infant of W. H.
6082,Elizabeth
6083,A. M.
6084,child of Mary
6085,Mrs. Tom
6086,A. D.
6087,Mrs. Emily A.
6088,infant of Ruth Ann
6089,Mrs. Sophia
6090,Christine
6091,Capt. Wm. M.
6092,Ed. L.
6093,child of Mr.
6094,chld of Tom
6095,child of Nancy
6096,Wadine
6097,Albert
6098,E. T.
6099,Natalie
6100,Theodore
6101,Mrs. B. L.
6102,R. D.
6103,Eddie
6104,Maggie E.
6105,A. M.
6106,infant of Joseph
6107,Amascor
6108,Olover
6109,Miss Mamie
6110,Juan
6111,Cary
6112,Silvia
6113,Sarah
6114,infant of Mrs.
6115,Mrs. H. M.
6116,Charles F.
6117,C. H.
6118,Miss Mary
6119,Henery
6120,Jacob
6121,Charles
6122,infant of Mr.
6123,Mrs. August
6124,Mrs. Gussie Hume
6125,Jacob
6126,Tom
6127,E. M.
6128,Landis
6129,child of Mr.
6130,Gustave
6131,Annie Baush
6132,Clifton
6133,Thos. G.
6134,Louis
6135,Elisabeth
6136,John
6137,Bennie
6138,Mary
6139,Mrs. Carrie D.
6140,Infant of A. W.
6141,Infant of Mary
6142,R. H.
6143,Robert
6144,Blank
6145,Gen. J. M.
6146,E. J.
6147,Lina
6148,Louisa
6149,Jack
6150,James
6151,A. W.
6152,Miss
6153,Children of C. O.
6154,Jennie
6155,J. (Mrs.)
6156,Dr.
6157,W. H.
6158,Linsey
6159,May Mary
6160,Geneieve
6161,Ernest Brauns
6162,Bertha
6163,Geo.
6164,Mrs.
6165,Duval
6166,Mrs. Kate
6167,Child of Wm. H.
6168,Infant of J. B.
6169,Will A.
6170,Samuel
6171,Alfred
6172,Vincey
6173,Benjamin
6174,Mrs. Ella M.
6175,Infant of Eunice
6176,Chas.
6177,Cornelia
6178,Mrs. Marie
6179,David
6180,Infant of J. D.
6181,Eugene
6182,Johnie
6183,Andrew
6184,Mrs. H. P. N.
6185,Child of Mrs.
6186,Joe
6187,Ben
6188,Child of Emma
6189,Ned
6190,Miss Mary L.
6191,Henry
6192,Eliza
6193,J. D.
6194,Charles Mc.
6195,J. F.
6196,Nancy
6197,Willie
6198,Mrs. Sarah
6199,Charles C.
6200,Roy
6201,J . W.
6202,Infant
6203,R. S.
6204,Capt.
6205,??
6206,Charles
6207,Martha
6208,Lee
6209,York
6210,Millie
6211,Mrs.
6212,Peter
6213,Infant
6214,Patrick
6215,Wm.
6216,F. E.
6217,John Palmer
6218,Mrs. Jessie F.
6219,C.
6220,Catharina
6221,Thomas
6222,S. O.
6223,Mary
6224,Jessie F.
6225,Emma
6226,Miss Minnie
6227,J. D.
6228,Frank C.
6229,Mrs. Sophia R.
6230,Millie
6231,W. D.
6232,Charity
6233,Miss Ida
6234,Anna
6235,Detoras
6236,Minnie Bell
6237,Harry
6238,Allen
6239,Paul
6240,Infant of J.
6241,Capt. Jim
6242,T. J.
6243,Jacob
6244,Infant of B. F.
6245,Sarah
6246,Davis
6247,Infant of E. M.
6248,Link
6249,Infant of Sarah
6250,Geo. A.
6251,Mrs. Martha A.
6252,Valentine
6253,Louis A.
6254,Mrs. Louisa
6255,Mrs. Amelia
6256,Walter S.
6257,Robert
6258,Mrs. Harriett
6259,Jane
6260,Rolf
6261,infant
6262,Mrs. Ella
6263,C. J.
6264,Charlotta
6265,J.
6266,Rose
6267,infant
6268,Capt. C. F.
6269,Emma
6270,Julia A.
6271,Wm.
6272,Joseph
6273,Winnie
6274,Fannie
6275,Plasido
6276,Alford
6277,Anton
6278,Infant of L. W.
6279,John T.
6280,Geo.
6281,Wm.
6282,Thomas
6283,Infant of Sarah
6284,Manuel
6285,Josephine
6286,Amelia
6287,Donntio
6288,Tinnie
6289,P.
6290,Blank
6291,Infant
6292,James O.
6293,Bessie
6294,Col. Jesse L.
6295,Infant of Paul E.
6296,A. J. J.
6297,infant of Wm.
6298,Willie
6299,J. P.
6300,Esvial E.
6301,Raymond
6302,Mrs. E.
6303,Mattie
6304,Ella ?
6305,James Vernon
6306,John H.
6307,George
6308,J. B.
6309,Thomas
6310,Sophronia
6311,Edna
6312,Mrs. E. J.
6313,Thomas R.
6314,A. Christina
6315,A. B.
6316,Austin (?) Day
6317,Mathew ?
6318,Robert
6319,Hal J.
6320,Minnie
6321,Samuel B.
6322,W. M.
6323,Ludwig
6324,Gertrude
6325,Joe.
6326,Lebareth
6327,Elizabeth
6328,Emma
6329,Unknown
6330,Elvira
6331,Willie
6332,
6333,Infant of F.
6334,P. A.
6335,Charles
6336,Mrs. Estela
6337,Mrs. E. A.
6338,Elnora
6339,Julia
6340,Henderson
6341,Christian
6342,Mary
6343,Richard
6344,Rose
6345,C.
6346,Henrita
6347,John Louis
6348,James
6349,Joseph
6350,J. V.
6351,Antonio
6352,Bunton
6353,Wm. M.
6354,Viola
6355,Charles B.
6356,Miss Lottie
6357,Willie
6358,William
6359,Mrs. Anna
6360,Della L.
6361,Infant of Clabe
6362,Stella
6363,Perlie
6364,S. E.
6365,Mrs. B. F.
6366,R. R.
6367,Ellen
6368,Michael
6369,infant of Willie
6370,Lula
6371,Letitia
6372,R. W.
6373,J. E.
6374,infant of Henry
6375,Emma
6376,Tercy
6377,A. J.
6378,Martha
6379,Charity
6380,Henry
6381,J. L.
6382,infant of F. L.
6383,Mrs. Malvina
6384,Annie
6385,Mrs. B[rita]  M.
6386,Ben.
6387,Hildegard
6388,B. O.
6389,infant of Milton
6390,Thomas
6391,infant of Mary
6392,infant of Harry
6393,Orville
6394,Mrs. Kate H.
6395,infant of Ruth
6396,Bassi
6397,Elliad
6398,infant of Charles
6399,infant of John
6400,Mrs. Elizabeth
6401,infant of W. H.
6402,Mrs. Emma
6403,infant of Emmit
6404,Mrs. M.[elissa]  W.
6405,Kate Louisa
6406,infant of Dr. Walter
6407,Ada
6408,infant of John B.
6409,Esther
6410,Mrs. Ada
6411,Mrs. Altana
6412,infant of Wm. B.
6413,infant of Jeff
6414,Nelly
6415,infant of K. C.
6416,S.
6417,infant of John
6418,infant of Francis
6419,E. J.
6420,John
6421,Lusie E.
6422,Adrew
6423,Malinda
6424,Bertha
6425,infant of Sarah
6426,Mrs. L. H.
6427,Laura
6428,W. M.
6429,Willie
6430,W. D.
6431,infant of
6432,Sarah
6433,W. L.
6434,infant of John
6435,Randolph R.
6436,L. M. V.
6437,Mrs. Bessie B. H.
6438,Sallie
6439,Mrs. Bertha
6440,infant of E. T.
6441,F. B.
6442,Plenty
6443,Patrick
6444,Polley
6445,infant of
6446,Albert
6447,Henry
6448,Judge A.[mos]  P.
6449,Henderson
6450,Wm.
6451,infant of J. W.
6452,Jessie
6453,James
6454,Lorenz Peter
6455,Piso.
6456,Mrs. Sallie E.
6457,Col. A.[bner] P.
6458,Miss Aimee
6459,Eva
6460,A. J.
6461,Mrs.  T. M.
6462,Miss Lottie
6463,infant of
6464,Eolf
6465,child of Lee
6466,John D.
6467,C. D.
6468,Mary A.
6469,E.
6470,Weckleffe
6471,Frank
6472,Henry
6473,Kithi
6474,Charles
6475,Blank
6476,infant of Hudson
6477,John
6478,Evalin
6479,Henry
6480,Conard
6481,Henry
6482,Silvester
6483,Henry
6484,Moses
6485,George
6486,Margret Ann
6487,Warner
6488,Mrs. L. A.
6489,Rog. Hamilton
6490,John
6491,G.[eorgiana] C.
6492,infant of E.
6493,Mrs. Kate
6494,Manuel
6495,Mrs. Bessie
6496,Henry G.
6497,Henry
6498,Infant of Cato
6499,Jacob
6500,Fredricke
6501,infant of J.E.
6502,Peter
6503,W. B.
6504,Hary
6505,Turny.
6506,Mathias
6507,Judge W. G.
6508,Nettie
6509,Howard
6510,infant of
6511,Marian
6512,Ferdinan
6513,Jehana
6514,Miss Pauline F.
6515,Bettie
6516,Eugene
6517,infant of Mary
6518,Edney
6519,Mary
6520,Theresa
6521,Mrs. M. A.
6522,John
6523,N. B.
6524,infant of Charles
6525,Mrs. Eugena
6526,Mrs. Jenne
6527,Juan
6528,Charles F.
6529,C. D.
6530,Mary Jane
6531,Margretes
6532,Wm. B.
6533,Ed.
6534,Jenny
6535,Carrie
6536,Mrs. N. A.
6537,John Alf.
6538,Rose An
6539,Herman
6540,Maning
6541,Patrick
6542,infant of
6543,Jim
6544,Lizzie
6545,infant of E. A.
6546,Anna
6547,Infant of Iddela
6548,Ida
6549,Cleinvera
6550,Wm.
6551,Matilda
6552,Judge Joseph
6553,Fred
6554,George
6555,infant of Laura
6556,Mansfield H.
6557,Eliza
6558,infant of Texana
6559,Lillian
6560,Juan
6561,J. R.
6562,Ariel
6563,Luther
6564,Laura
6565,Titus
6566,Hamiel
6567,Lebie
6568,Col. J. M.
6569,Chas.
6570,Jenny
6571,Lucy
6572,Mrs. Mary
6573,David
6574,Albert
6575,Mrs. Nettie
6576,Jeff
6577,Goldie [?]
6578,Monroe
6579,Mack
6580,Edwin
6581,Fannie
6582,Mazure D.
6583,Columbus
6584,A.
6585,Miss Lizzie
6586,R. K.
6587,Robert
6588,infant of Robert
6589,infant of Sam
6590,Jesenita [?]
6591,Alex.
6592,infant of N. D.
6593,Mrs. Anna
6594,Henry
6595,Lucrebie [?]
6596,infant of Sam
6597,Ellen
6598,Geo. J.
6599,Miss Ada
6600,Miss E.
6601,Carrice
6602,Walter
6603,Emma J.
6604,infant of Ed
6605,Morris B.
6606,Lucillice
6607,Hattie J.
6608,infant of Tho.
6609,Mrs. S. S.
6610,infant of D.
6611,H. F.
6612,Robert
6613,Sallie
6614,Callie
6615,Clara
6616,Mrs. Sarah A.
6617,Jim
6618,Wm. W.
6619,Clara
6620,infant of Mrs.
6621,Carl E.
6622,John H.
6623,L.
6624,Elvira B.
6625,Col. W. B. P.
6626,Wm. A.
6627,Hubert A.
6628,Peter
6629,Marry
6630,infant of Alice
6631,Miles
6632,John J.
6633,J. ?
6634,Walter
6635,Willie
6636,infant of Jeff
6655,infant of Wm
6656,Anthony
6657,Mrs.
6658,Tho. P.
6659,Mrs. Clara
6660,W. N.
6661,Mary
6662,Tim
6663,Anna
6664,Charles
6665,infant of Mr.
6666,Frank
6667,Alexander
6668,infant of John
6669,Sarah F.
6670,A. M.
6671,Geo.
6672,Grace
6673,Lingi
6674,M. C.
6675,Peter
6676,Kittie
6677,Mrs. C. H.
6678,Mikilita
6679,Sophia
6680,W. T.
6681,Ellen
6682,Louiza
6683,Andrew
6684,C. A.
6685,N
6686,Lina
6687,J. W.
6688,Johnny
6689,Margaret
6690,infant of Howard
6691,child of J. W.
6692,infant of J. M.
6693,Frank
6694,Albert
6695,Ruth Ann
6696,Wm.
6697,infant of Mollie Metz
6698,Delphrian
6699,Wm.
6700,Adelaid
6701,Suanna
6702,Chas.
6703,infant of E. P.
6704,Lottie
6705,infant
6706,Rob. L.
6707,Mrs. L.
6708,Jack
6709,Jack
6710,Curtis Henson
6711,[unreadable]
6712,infant of Link
6713,Polly
6714,child of Geo.
6715,infant of
6716,Lentrus [?]
6717,infant of [unreadable]
6718,infant of Link
6719,D. L.
6720,J. H.
6721,Mrs. Mary
6722,infant of Mary
6723,Mrs. Augusta
6724,John H.
6725,J. A.
6726,Maggie
6727,Mrs. N.
6728,Cha. Francis
6729,W. R.
6730,Thomas S.
6731,Joseph Walter
6732,F. M.
6733,Herman
6734,Louisa
6735,Charles L.
6736,J. O.
6737,Miss Bittie
6738,Jane
6739,John G.
6740,infant of John E.
6741,Anna C.
6742,Victoria
6743,Arthur
6744,infant of Mathew
6745,John
6746,Easter
6747,Mrs. Marie
6748,Chas. P.
6749,Elisa
6750,Louis J.
6751,Egina
6752,Mrs. Josie
6753,Ellen
6754,Otto
6755,Patsy
6756,Diahna
6757,Henry
6758,[unreadable]
6759,Willie
6760,infant of Larence
6761,Marie
6762,G. F.
6763,Allie
6764,blank
6765,John George
6766,Chas.
6767,Ruth
6768,Ella
6769,David R.
6770,Rosa Lee
6771,May Alice
6772,infant of Jack
6773,Edwing H.
6774,Willie
6775,Gertrude
6776,Maud
6777,infant of Miss
6778,Albert Sidney
6779,A. E.
6780,Mrs. Hannah
6781,Maruna [?]
6782,infant of Tom
6783,Caroline
6784,Felomena
6785,Herman
6786,Hilda E.
6787,H. W. C.
6788,Miss Julia
6789,Jyetha [Isetha]
6790,infant of Ella
6791,Scott
6792,Hulda
6793,Francis
6794,infant of Richard
6795,infant of Ella
6796,Scander
6797,Geo. H.
6798,F.
6799,Conrad
6800,infant of Oscar
6801,Jeremiah
6802,George P.
6803,Minie
6804,Wade Henry
6805,Wade Henry
6806,Miss Viola
6807,Dudley A.
6808,Albert
6809,Roy
6810,Lewis Fountain
6811,infant of Viola
6812,Adella
6813,Westly C [or E]
6814,Edward W.
6815,Sinnie (Fannie)
6816,Henry
6817,Lillie
6818,Alexander
6819,infant of
6820,Chas.
6821,Lillian
6822,Peter
6823,August
6824,Gracie
6825,J. P.
6826,Willie
6827,Albert
6828,Josephine
6829,Eugene
6830,Mirtle
6831,Lucy
6832,Emily
6833,infant of
6834,Paton
6835,Horace
6836,J. W.
6837,Nannie
6838,Mary A.
6839,A. O.
6840,infant of Francis
6841,Berta Marie
6842,Cuno
6843,infant of Carie
6844,Percilla
6845,Pollie
6846,Sarah
6847,Jake
6848,N. J. F. [?]
6849,Bennie
6850,Salina
6851,infant of Chas.
6852,Tommie
6853,Leonard R.
6854,infant of E. K.
6855,Oscar
6856,E. A.
6857,James T.
6858,infant of Mr. & Mrs.
6859,Octavius P.
6860,Stella
6861,Chas C.
6862,Marie Theresa
6863,Alexander
6864,infant of Mr. & Mrs.
6865,infant of Mr. & Mrs.
6866,Mrs. D. M.
6867,infant of Rob.
6868,Mrs. Francis
6869,Penelope
6870,Mrs. M.
6871,Sarah
6872,F. A.
6873,John N.
6874,Elbridge
6875,Thos. D.
6876,Mrs. Lou
6877,Viola L.
6878,Mrs. Myra
6879,Harry
6880,J. W.
6881,Jennie
6882,T. J.
6883,Jas. H.
6884,John E.
6885,Henry W.
6886,Julia
6887,Diego
6888,Catherine C.
6889,Jacob
6890,Walter D.
6891,Bessie
6892,J. W.
6893,Charl. W.
6894,Mrs. Lillie
6895,Gibson
6896,Meritt
6897,Mrs. J. D.
6898,John H.
6899,Adelia [?]
6900,infant of E.E.
6901,James
6902,Essey
6903,Mrs. Mary J.
6904,Miss Mary
6905,Theo
6906,Tho.
6907,James F.
6908,infant of John
6909,Mrs. Christina
6910,J. W.
6911,Geo. (V.)
6912,infant of Joseph
6913,Wm. H.
6914,Thomas
6915,Peter
6916,Mrs. Kate
6917,Lethie
6918,Henry
6919,Tho.
6920,Fannie P.
6921,William
6922,Heddy F.
6923,Mrs. D. F.
6924,infant of
6925,Hettie
6926,E. C.
6927,Dudley
6928,infant of J. L.
6929,James H.
6930,Miss Lucy
6931,Shirley Helen
6932,J. F.
6933,Fannie J.
6934,Annie
6935,Roy
6936,Mrs. Helen
6937,Juan
6938,May
6939,W. H.
6940,Dr. C. Y. [or C. G.]
6941,Carolina
6942,Charles
6943,Elizabeth
6944,H. L.
6945,Sebrano
6946,Bula
6947,M.
6948,Edward
6949,Kittie
6950,Tho. W.
6951,J. D.
6952,Otto R.
6953,Joseph
6954,S. V. [?]
6955,Kisie
6956,infant of Willie
6957,Chancy
6958,Francisco
6959,Frank
6960,Brown
6961,Oscar
6962,Virginia
6963,Hana Sagia
6964,Chas. W.
6965,Willie
6966,"[unreadable, perhaps Jean]"
6967,Emma
6968,Tilda
6969,Edie
6970,infant of J.
6971,Lewis
6972,Frank M.
6973,Ellen
6974,infant of Geo.
6975,Chancy
6976,Henry
6977,Betsey
6978,Jane
6979,Sarah J.
6980,Minnie
6981,John
6982,Wesley
6983,Elizabeth
6984,Joe J.
6985,Hilnear [?]
6986,Mary
6987,Rudy
6988,J. Wesley
6989,Lanna [or Lamia]
6990,Elisa
6991,Sarah M.
6992,T. J.
6993,L.
6994,Serado
6995,Mary M.
6996,Gus.
6997,Peter
6998,Julia
6999,Bertha
7000,Marina
7001,Mrs. Ada
7002,William H.
7003,Gustav C.
7004,Mrs.
7005,Paul
7006,Agaphila
7007,August
7008,Miss Lucy
7009,Mrs. W.
7010,Eugene H.
7011,Susan
7012,Lillie Belle
7013,Lester Lee
7014,Johana
7015,Jeff
7016,Rosa
7017,Organ
7018,Manuel
7019,J. W.
7020,Daniel
7021,Dora
7022,Edward
7023,P [unreadable]
7024,Josephine
7025,Richard
7026,Amanda
7027,A.
7028,J. W.
7029,Lucynda
7030,Julius
7031,Mrs. Mary
7032,Ann
7033,Henry
7034,infant of Matt
7035,Mable
7036,Henry
7037,infant of A. M.
7038,R. H.
7039,John B.
7040,Isac
7041,A. H.
7042,infant of John T.
7043,Edwin
7044,infant of A. M.
7045,Mrs. Hadda (Hattie)
7046,Elizabeth
7047,Mrs. Marie
7048,Elido
7049,Adolph
7050,Aveline
7051,Ramona
7052,infant of Mattie
7053,Lucy
7054,F. E.
7055,Willie
7056,Mrs. Fanice
7057,Mary S.
7058,Abraham
7059,Mittie
7060,Cha.
7061,C.
7062,Mrs. T. J.
7063,infant of Lee
7064,W.
7065,infant of Mrs.
7066,Vina
7067,Rosa
7068,Oscar
7069,Wm.
7070,Henry
7071,Alford
7072,Ida
7073,James
7074,Mrs. M. F.
7075,infant of Kate
7076,Mrs.
7077,Aug.
7078,E. (Ernst?)
7079,Sarah
7080,A. W.
7081,Frank
7082,Mary
7083,Minnie
7084,Caroline
7085,Norma
7086,Jim
7087,James
7088,Mary
7089,Beto
7090,Bettie
7091,Simson
7092,infant of
7093,Lavina
7094,Peter
7095,Sallie
7096,Jake
7097,infant of S. H.
7098,Joe
7099,Hiram P.
7100,Azel (?)
7101,infant of Ernest
7102,Y. R.
7103,infant of
7104,infant of H.
7105,unknown
7106,infant of Ella
7107,Mary E.
7108,Ledica
7109,J. M.
7110,Clifford
7111,Dominz
7112,Carrie
7113,Martin
7114,Mary E.
7115,Liza
7116,infant of W. W.
7117,William
7118,Josephine
7119,infant of Mr.
7120,Patsie
7121,James
7122,Eddie
7123,Rudolph
7124,infant of S. B.
7125,Dianah
7126,H. O.
7127,Adolph
7128,Annie
7129,Joe
7130,Lucas
7131,H. W.
7132,Juan
7133,Geo. R.
7134,Alice
7135,William
7136,J. R.
7137,Thomas
7138,infant of Will
7139,infant of John
7140,infant of H.
7141,Walopes [?]
7142,Mollie J.
7143,George
7144,Lee A.
7145,"James [middle name unclear, perhaps Say]"
7146,Mary L.
7147,James M.
7148,Rick
7149,Cristela
7150,John
7151,infant of
7152,Mr. & Mrs.
7153,Carlia
7154,Mrs. Margrett
7155,Rufus
7156,Belle
7157,Joseph H.
7158,infant of Maria
7159,Paul
7160,Ned
7161,Mrs.
7162,A. E.
7163,Pearl E.M.
7164,Maria
7165,Lillie
7166,C. A.
7167,infant of
7168,N.
7169,Aug.
7170,Millie
7171,J. J. C.
7172,Capt. Ed.
7173,Aug.
7174,D. L.
7175,Martha
7176,Jack
7177,H.
7178,Amanda
7179,Jacob
7180,Harisen
7181,Matt W.
7182,Billie
7183,Julius
7184,Mrs. M. A.
7185,Joe
7186,infant of
7187,Robert
7188,W. B.
7189,Andrew
7190,Mr.
7191,Helena
7192,Frank
7193,infant of E.
7194,Dwight
7195,George
7196,J. R.
7197,Mrs. Annie L.
7198,Miss A. M.
7199,Mrs. Margrett
7200,J. W.
7201,Lottie
7202,Lewis
7203,Joe A.
7204,Mrs. Jane
7205,infant
7206,J. H.
7207,Mrs. Susan
7208,J. M.
7209,H. M.
7210,E.
7211,Leon
7212,C. M.
7213,Lucy
7214,M. W.
7215,Christina
7216,Andy
7217,A. L.
7218,Percilla
7219,Matilda
7220,Richard
7221,Josephine
7222,infant
7223,Listo
7224,Mr.
7225,Robert
7226,John
7227,Cora
7228,C. D.
7229,Mike
7230,Manuel
7231,infant of Dock
7232,Jourmal
7233,Mrs. J. S.
7234,Aug.
7235,infant of Mary
7236,Geo
7237,Capt. J. H.
7238,Lawene
7239,Jacob
7240,infant of E. E.
7241,E. L.
7242,Francis
7243,Alb. B.
