pkoakwood,firstname
13086,Herbert
13087,Mary
13088,Hannah
13089,Claude D
13090,Tom
13091,Mrs. Rosa
13092,Jack Allen
13093,Genetton
13094,Ernest
13095,Margie L
13096,John J
13097,Benjamin
13098,Dr James H
13099,Inft of Mr & Mrs H
13100,Oliver
13101,Mrs Maggie
13102,Mary
13103,J W
13104,O E
13105,J W
13106,Mrs L Watson
13107,Miss Jessie May
13108,Branch B
13109,J Weldon
13110,Merrill Marie
13111,Inft
13112,Eliza
13113,Mrs. A H
13114,William A
13115,John
13116,James
13117,Mrs Rosine M
13118,Frank
13119,Inft of Mr & Mrs D
13120,Berryman
13121,Mary
13122,Edgar Hale
13123,Walter J
13124,Pauline
13125,Anna
13126,Frank
13127,J W
13128,Hester L
13129,August H
13130,George E
13131,C
13132,Margaret
13133,C H
13134,Edna Lucile
13135,J C
13136,Rosa Emma
13137,Jno T
13138,Mrs Addie May
13139,Henry
13140,Eugena
13141,Mary Ann C
13142,Mrs D
13143,Unknown
13144,A L
13145,Thos G
13146,Salome E
13147,Mary
13148,Guane
13149,Dorothy
13150,Ferrmin
13151,Frank
13152,Mannola
13153,Annie
13154,Nellie
13155,Maggie Gomez
13156,Julius Frenzel
13157,William
13158,Jno
13159,Mrs
13160,Mrs. Ellen
13161,Saml Jefferson
13162,Jose O
13163,N
13164,F A
13165,Frank R
13166,Willis
13167,Ascencion
13168,Galberta
13169,Mrs Emma M
13170,Patsy
13171,Ida
13172,Mrs Stuart
13173,Oddie
13174,Henry
13175,Norma Wood
13176,Mary
13177,F H
13178,Oscar
13179,Carl
13180,John Albert
13181,Ignacia
13182,Florence Alberta
13183,Asher G
13184,Albert S
13185,James Sylvester
13186,Henry
13187,Wm Vogles
13188,Pragidis Trevino
13189,Archie Lindsey
13190,Sidroma
13191,Frank I
13192,Laura J
13193,W A R
13194,Charles A
13195,Inft of Mr and Mrs
13196,Nickie
13197,Annie Laura
13198,Sylvia Francis
13199,Infnt of Mr and Mrs I D
13200,Martha M
13201,Wm
13202,M G
13203,Mary B
13204,Mrs Pauline Elizabeth
13205,Mrs B K
13206,Carl F Wm
13207,I N
13208,Robt Franklin
13209,Mrs L
13210,Mrs Mary Jane
13211,William M
13212,Sarah A
13213,Margaret L
13214,C M
13215,Louis
13216,John P
13217,Patrick
13218,G E
13219,Sophia
13220,Chas Joseph
13221,Alexander
13222,Ann Ro
13223,Infnt
13224,John W
13225,Inft of Ella
13226,Erna
13227,Anna M
13228,Geo Travis
13229,Annie L
13230,Lee Dee
13231,Jesus
13232,Mrs. E. C.
13233,Inft
13234,F L
13235,Geo W
13236,Grace Greenwood
13237,Jesse Lee
13238,James E
13239,James C
13240,Mary J
13241,John H
13242,James Westlmy
13243,Andrew O
13244,Inft of
13245,Joseph
13246,Inft of Wm L
13247,J A
13248,Willie Parmelia
13249,Fred
13250,Ophemia
13251,Thos J
13252,Carl
13253,Juan
13254,Wm R
13255,Fielding Scott
13256,Carl F Wm
13257,Bertha
13258,Alma Rhea
13259,John Paul
13260,Inft of N A
13261,Thos E
13262,Anita
13263,Angelo
13264,Miss Addie
13265,Arnold
13266,J E
13267,E P
13268,Henry A
13269,J H
13270,Ensabio
13271,Paul
13272,H P
13273,Adolph
13274,L P
13275,W M
13276,Carl
13277,William
13278,Samantha C
13279,Louis P
13280,Wm Riley
13281,John J
13282,Louisa D
13283,M M
13284,E B
13285,A W
13286,O B
13287,Margareta
13288,Julia Weber
13289,Juan
13290,S A
13291,Inft of A
13292,Tibusio
13293,Carolina
13294,E
13295,Sarah Loving
13296,Mary Estella
13297,roman
13298,Shelley
13299,Richard R
13300,Ernest
13301,Mrs Charlotte
13302,Chas E
13303,Unknown
13304,Mary Carolina
13305,Apolinas
13306,Carl F
13307,Mrs Joe
13308,Etta Belle
13309,A B
13310,Wm Z
13311,Henry
13312,Sallie
13313,Phil
13314,Harry Joseph
13315,J C
13316,C G
13317,Infant of A
13318,Mrs Selma
13319,E A
13320,Robt E
13321,Emma
13322,Bronons Tine
13323,Edward
13324,Elijah
13325,John
13326,Petro
13327,Silas W
13328,Marion Scott
13329,Rev W E
13330,Franklin P
13331,Beverly Augustus
13332,Infant
13333,C A
13334,Mary Olivia
13335,Roy Stockman
13336,Mrs Bettie
13337,Jno Thos
13338,Sarah Jane
13339,Mrs Annie M
13340,C W
13341,Laura
13342,Lucia
13343,Billy Hudson
13344,Joseph Albert
13345,Thomas
13346,Henriette
13347,Wm Miller
13348,N
13349,Samuel Martin
13350,Silvester
13351,Emma
13352,Madeline Jessie
13353,Montgomery Lorris
13354,Wm G
13355,Juan
13356,Forrest Quinton
13357,Roco
13358,Mrs. Edna A
13359,Sadie
13360,Inft of Mr & Mrs J H
13361,Matianna
13362,George
13363,Emma Byrd
13364,Sylvia M A
13365,George
13366,Geo W
13367,Nellie
13368,Salnde
13369,Mrs. Katie
13370,A J
13371,W W
13372,John
13373,Abraham Edwin
13374,John
13375,B F
13376,Helen C
13377,James Hamilton
13378,Jennie Ada
13379,Anna W
13380,Francis A
13381,Mrs E C
13382,H A
13383,James Henry
13384,Manuel
13385,John
13386,Henry Wm
13387,Herlinda
13388,Ruth Estella
13389,Rosa Lee Seary
13390,John
13391,Susan A
13392,Estora
13393,Wm F
13394,G N
13395,Victoriano I
13396,Felix
13397,Mannie
13398,Albert Edgar
13399,Wilber J
13400,Roy
13401,Henry
13402,William T
13403,Martha J
13404,Jewell
13405,Jennie
13406,Robt
13407,Jack
13408,Elizabeth
13409,John C
13410,Pebla
13411,Inft of Mr & Mrs J W
13412,Marguerte
13413,J T
13414,Madison A
13415,Eliza
13416,Robt
13417,Lon
13418,Inft of Mr & Mrs A
13419,Inft
13420,Catholena
13421,Christina
13422,Charles
13423,Daniel H
13424,Geo W
13425,David M
13426,A B
13427,C H
13428,Mrs Mary B
13429,N A
13430,Aniseto
13431,Henry
13432,Inft of Mr and Mrs E
13433,J C
13434,J E
13435,J Gordon
13436,A G
13437,W B
13438,A N
13439,W C
13440,Edwin Jas
13441,Inft
13442,Mrs Maggie
13443,Jas M
13444,E D
13445,Guesto
13446,Mary Roberta
13447,Mrs. Margaret Elizabeth
13448,Mrs Katie C
13449,Jesse
13450,Frank E
13451,Mary Van Buren
13452,Mary
13453,Florence
13454,Salvado
13455,Esparanza
13456,M S
13457,Lynn
13458,Rev Father Wm A
13459,Inft of C F
13460,Geo W
13461,Andrew
13462,L L
13463,Thomas J
13464,Daniel Webster
13465,Inft of B
13466,Jno Calvin
13467,Margaret Caldwell
13468,Gus
13469,Jessie Noyes
13470,Mrs Hattie
13471,Mrs. Jennie
13472,Katie
13473,Will A
13474,A L
13475,Mrs Sallie Loden
13476,Inft child of William
13477,Misceola
13478,Inft
13479,John T
13480,Tom J
13481,Nellie
13482,Lewis W
13483,Dollie May
13484,M D
13485,Ida P
13486,Barta
13487,B Willis
13488,M M Francis
13489,Sallie
13490,Guadalupe
13491,Iunocenia
13492,E B
13493,W L
13494,Jamie
13495,Debroah
13496,Inft of Mr and Mrs S J
13497,James
13498,John
13499,Isaac Ross
13500,Joe
13501,Mrs Sarah
13502,Wm Arnold
13503,Helen
13504,Chas
13505,Della
13506,Moneca
13507,Gillerma
13508,J H
13509,Lola
13510,Cas F
13511,Jose
13512,Henry Clay
13513,Thomas
13514,Carlo
13515,Emery S
13516,Hazel
13517,Charlie
13518,John
13519,N
13520,Enricia
13521,Garnas
13522,Wm Arthur
13523,Mary Jane
13524,T M
13525,G W
13526,Feliciana
13527,Domingo
13528,Nancy
13529,Chas
13530,Julius C
13531,Carlos
13532,Margareth I
13533,Willie
13534,C B
13535,Chas B
13536,Joe F
13537,Wm King
13538,Robert Wm
13539,Geo C
13540,Thomas
13541,Inft of Adelia
13542,Mrs Lucie
13543,Guadalupe
13544,Mary B
13545,Martha
13546,Asencion
13547,Frank
13548,W L
13549,Alfred B
13550,Miss Nellie
13551,Miss Maud
13552,Virgie
13553,Robt
13554,Geo Irving
13555,F S
13556,Mattie
13557,Geo W
13558,Feliciana
13559,Louis
13560,Amador
13561,Mrs Mary Moore
13562,Philipine
13563,Carl
13564,Inft
13565,Mrs Francis Van Zant
13566,Elviria
13567,Lawrence S
13568,Hugh Nelson
13569,Ellen M
13570,Mary Ann
13571,Otto
13572,M
13573,Peter
13574,Inft of Mrs. Elizabeth
13575,Inft of Mr and Mrs J H
13576,Antonio
13577,Mary
13578,Ruth
13579,Jason
13580,Mary C
13581,inft of Mr and Mrs D
13582,Manuella
13583,Park F
13584,Jose
13585,Inft of Mr and Mrs D
13586,G W
13587,Sarah E
13588,Bertha
13589,John S
13590,Inft of Louis
13591,Alfred J
13592,Lucy
13593,Lorenza
13594,Chas
13595,Lupe
13596,Mary E
13597,Wm Yates
13598,John
13599,Wm
13600,Ione
13601,Maria
13602,Baby
13603,Mary T
13604,Inft
13605,Joe C
13606,Joe
13607,James B
13608,M S
13609,Inft child
13610,Ben
13611,Joseph
13612,Wade Smith
13613,Mrs Lillie
13614,Chas C
13615,Elvira
13616,Jessie G
13617,Wm J
13618,Santos
13619,J W
13620,John S
13621,Marriana
13622,Berry
13623,C E
13624,Louis
13625,Scott
13626,Crescente
13627,Ed L
13628,Thos Wm
13629,Lonette Virginia
13630,W A
13631,Robert
13632,Frank
13633,Inft of Mr and Mrs C G
13634,Wm H
13635,John
13636,Gregonia
13637,Dolorez
13638,G
13639,Carmel
13640,John S
13641,J Milling
13642,Thos Rufus
13643,Inft of Ellena
13644,S c
13645,J C
13646,Jas Morgan
13647,Paul K
13648,E A
13649,C C
13650,William
13651,L C
13652,Mary Taylor
13653,Lucy
13654,Clara
13655,Randolph G
13656,Louis
13657,Jno M
13658,Jules
13659,Ben
13660,Herman
13661,Jno
13662,E W
13663,Inft of F L
13664,Vance R
13665,Luiza
13666,Pinkney P
13667,Edith C
13668,Jno
13669,Mrs Robena
13670,Beatruce
13671,Infant
13672,Salvador
13673,Augustus J
13674,Geraldyne
13675,Emiliano
13676,Santos
13677,Mr J H
13678,Harry Wm
13679,Geo W
13680,Annie
13681,Anita
13682,May
13683,Mary Lou
13684,Mrs Georgia C
13685,Mary A
13686,August
13687,W A
13688,Minnie W
13689,Paul H
13690,Ignes
13691,Joel H
13692,Mary Ann
13693,John
13694,James Richard (Pat)
13695,Wm
13696,Asburg
13697,E
13698,Fred C
13699,Jeff
13700,Inantia
13701,Mary Ann
13702,Pedro
13703,Babe of G S
13704,A C
13705,Lois G
13706,F L
13707,Stella May
13708,Synonia
13709,Frances
13710,Inft of Mr & Mrs L
13711,James
13712,Ona
13713,Amanda
13714,Marie Espetarion
13715,W G
13716,Dr R S
13717,Elizabeth
13718,Sam
13719,Archiable D
13720,W P
13721,Inft of Mr & Mrs A
13722,Nola
13723,Manuel
13724,Dolores
13725,J
13726,George
13727,Bioal
13728,Salie G
13729,Garland
13730,Infant
13731,Mary
13732,Helen A
13733,Infant
13734,Jno
13735,Infant
13736,Gertrude
13737,Infant
13738,Alberto
13739,Mamie Willimine
13740,Joy
13741,Victor
13742,A L
13743,Annie Elizabeth
13744,Vinnie
13745,M. G.
13746,S.C.
13747,Infant
13748,Charles B.
13749,Jas. F.
13750,Lorena
13751,Susan
13752,Amieta
13753,Mrs. Natalie
13754,Otto
13755,W.C.
13756,Henry B.
13757,James
13758,J H
13759,Jonas
13760,A.
13761,Currey
13762,John W.
13763,R.S.
13764,Lucile
13765,Mrs. W.
13766,Clarence G.
13767,Joe
13768,Lillie Olivia
13769,Dan T.
13770,Raul
13771,Sophia
13772,Mrs. C.P.
13773,Mary Matilda
13774,Julia M.
13775,J. Hooken
13776,Lillian Murphy
13777,Carmen
13778,Emily
13779,Lonicia
13780,Mrs. Minnie
13781,Geo. H
13782,Mary E.
13783,Mrs. Minnie
13784,Henrietta
13785,Frank
13786,Margareta
13787,Infant
13788,Thelcide
13789,Mrs. Martha
13790,Henry
13791,Walter Murphy
13792,J.E.
13793,Ray D.
13794,George
13795,C.A.
13796,Mrs. S.J.
13797,Edmond R.
13798,J.M.
13799,Marcelina
13800,Eugenio
13801,Infant
13802,Mrs. E.L
13803,Eulalia
13804,Baby
13805,Magdalene Agnes
13806,Martha Elizabeth
13807,Bessie H.
13808,Infant
13809,Mrs. H. G.
13810,Mrs. Lena
13811,Edgar Stevens
13812,Jeff
13813,Philip Louis
13814,Mrs Mary West
13815,W G
13816,Thomas Roy
13817,Henry Morrow
13818,Amilla
13819,Arthur
13820,J T
13821,Wm E
13822,Mrs E
13823,Peter
13824,E J
13825,Amelio
13826,John
13827,Alonzo Carlton
13828,Lula W
13829,Mary Elizabeth
13830,Asa Mitchell
13831,Mrs Mattie A
13832,Marie
13833,Nicholas
13834,Nancy Jane
13835,Dr Edwin Thos
13836,Mrs Annie
13837,Roy E
13838,Fannie Virginia
13839,John
13840,Robert E
13841,Dorothy Lucile
13842,Chas
13843,John
13844,Jas Madison Allen
13845,Mrs Annie Nora
13846,Lewis
13847,John A
13848,Jeff Davis
13849,Mrs Lilly M
13850,Horace C
13851,Mary Jane
13852,Jas Calvin
13853,Henry
13854,Julia Maria
13855,Mrs Elizabeth
13856,Nannie M
13857,S A
13858,Mrs A C
13859,Wm
13860,Infant of Paul
13861,Irwin Lee
13862,Alexander
13863,Bartlett Van Buren
13864,Joseph B
13865,Sarah
13866,J M
13867,Mrs G W
13868,Harry A
13869,Jas L
13870,Carl
13871,W C
13872,William A
13873,Letha
13874,W P
13875,Martha Jane
13876,W K
13877,Benj
13879,Christ
13880,Alonzo
13881,Genano
13882,Mrs
13883,Mary
13884,Wm
13885,Ellen
13886,Jerry
13887,Inacento
13888,Clara V Marshall
13889,F A
13890,J W
13891,Antonio S
13892,F M
13893,Walter F
13894,Jno.
13895,L.B.
13896,Joel G.
13897,S.W.
13898,Geo. Washington
13899,Mrs.
13900,Lula
13901,James
13902,J.C.
13903,Leonardo
13904,Cruz C.
13905,Frank
13906,Natalia
13907,Mrs. Mary
13908,Faustina
13909,Rosco
13910,Wm. G.
13911,Francisco
13912,Infant
13913,Mrs. Eliza A.
13914,Unknown
13915,Raymond
13916,Florence
13917,John
13918,Mrs. G.A.
13919,Emma Jane
13920,Mary F. Furgeson
13921,Nannie R.
13922,Azarel
13923,Lnft
13924,Jacob
13925,Lagalda
13926,Phillip Dallas
13927,Ernest
13928,Jalins L.
13929,Blanche Evelyn
13930,Jas. F.
13931,Gonzales
13932,Unknown
13933,Jesusa
13934,Prof. Eddie I.
13935,Francisca
13936,Geo.
13937,Sarah
13938,Henry
13939,Gustaf A.
13940,J.G.
13941,P.O.
13942,Pearl
13943,Aurora
13944,Mrs. J.M
13945,Maria M.
13946,Richard H.
13947,Attnora
13948,Leile Clay
13949,Florena
13950,Infant of W.A.
13951,Lula Mae
13952,Socano
13953,Marshall K.
13954,Olaf
13955,Elizabeth S.
13956,Mary E.
13957,Florence B.
13958,Morena
13959,Florence Virginia
13960,Infant
13961,Elizabeth Francis
13962,Elizabeth E.
13963,L. Warren
13964,Juan
13965,J.H.F.
13966,Jas. Young
13967,Lenora
13968,Juan
13969,Resa
13970,Jno. W.
13971,Walter Roy
13972,B.W.
13973,W.I.
13974,M.D.L.
13975,Instais
13976,Infant of M.M
13977,Elizabeth A.
13978,Geo. P.
13979,Maggie
13980,James Thomas
13981,B.Y.
13982,Jose
13983,Johanna Katherina
13984,Amy C.
13985,Miss A.L.
13986,James Calvin
13987,Magdaline C.
13988,Wilhelmine
13989,Oliver H.
13990,Alfred S.
13991,Ida Ann
13992,David
13993,Arthur
13994,Fidense
13995,Dona
13996,Rily
13997,Almetz Myrtle
13998,Henry C.
13999,Margarete
14000,Ben
14001,Guadalupe
14002,Renaldo
14003,James Carson
14004,N
14005,Thomas Carter
14006,E.
14007,Madia
14008,Infant
14009,Jake
14010,Hiram A.
14011,William Edward
14012,Mrs. L
14013,H.C.
14014,Felix
14015,Samuel LeMais
14016,Texas Ellen
14017,Marie
14018,Saml
14019,Jim
14020,Gomez
14021,George
14022,David
14023,Carmen Garza
14024,Infant
14025,Infant of W.A.
14026,George
14027,V.
14028,Felix
14029,Saelo
14030,Geneto
14031,Infant of David
14032,B.A.
14033,Chas.
14034,Ellen Hiatt
14035,Mary
14036,Geraldine Crosby
14037,Mary Florence
14038,Infant of Maximinia
14039,J.P.
14040,Benjamin
14041,Sarah Ellen
14042,Franklin Albert
14043,J.H.
14044,John R.
14045,Mary Elizabeth
14046,Sara Barrera
14047,Mrs. W.H.
14048,Elizabeth Ann
14049,Andrew
14050,Mrs. J.C.
14051,Alice Rose
14052,Ersimea
14053,Joe
14054,James Wm.
14055,L.C.
14056,Francis
14057,Oliver Freemont
14058,Andras
14059,Albert G.
14060,Infant
14061,Mrs. Mary
14062,Mrs. Mabea
14063,Henry
14064,Mary
14065,Wm.
14066,John W.
14067,N.H.
14068,Collett
14069,Mrs. C.F.
14070,Mary E.
14071,Conginoe
14072,Alberta
14073,Loretta Jane
14074,Mrs. Bert
14075,Margarette
14076,Mrs. Louise
14077,Katherine Bryant
14078,Margaret Jane
14079,Mrs. Fredericke
14080,Luft
14081,Chas. Wm.
14082,Emma Dohme
14083,Bettie Louise
14084,Willie H.
14085,Winfield Mason
14086,Emma J.
14087,Frank
14088,Louis Emmett
14089,Infant
14090,Hermitta
14091,Myrtle
14092,Georg I.
14093,Thos. C.
14094,Mrs. LanJunie
14095,Roht
14096,Jonetta Elenora
14097,J.B.
14098,Dave
14099,O.J.
14100,Salie C.
14101,T.C.
14102,June
14103,Clara
14104,Galen Perkins
14105,Clara V.
14106,Esther Elvira
14107,Dan L.
14108,Lola B.
14109,Infant
14110,Christina
14111,Jas.
14112,Trinsel
14113,Infant
14114,Dr. Richard S.
14115,J. Hitchmen
14116,Jno. C.
14117,Jno. W.
14118,S.
14119,E. Elizabeth
14120,Frank
14121,Infant
14122,David
14123,Mrs. Polly
14124,Mrs Mona
14125,Carl
14126,Mrs Anna C
14127,Chas
14128,Woodrow R
14129,Mrs. Rosa
14130,Mrs. Maggie
14131,B C
14132,Edward
14133,Frank
14134,Jessie James
14135,Adelaide
14136,Selig
14137,Mrs. Jacob
14138,Mrs A O
14139,Wm Henry
14140,Mrs A
14141,Margie M
14142,Eldnta
14143,Mrs Henrietta
14144,E
14145,Felix
14146,Annie Helen
14147,Virginia
14148,R L
14149,Frank
14150,Edgar
14152,Mrs Agnes
14154,Juanita
14155,C Ann
14156,Mrs Stephen
14157,Lupe
14158,C M
14159,Julian
14160,Geo
14161,Wm
14162,Guadalupe
14163,J T
14164,M
14165,Mike
14166,C
14167,A R
14168,Mrs Lizzie
14169,Mrs Tom
14170,Louise
14171,N
14172,Juanite
14173,C L
14174,Georgia
14175,N
14176,Manon C
14177,Mrs Beulah
14178,Sam
14179,Wm. Joseph
14180,Wm. C.
14181,Charlie
14182,Ruby
14183,Samuel B.
14184,Sallie E.
14185,Infant of Lee
14186,Ben
14187,Mrs. Ensly C.
14188,August A.
14189,Jno. Daniel
14190,Barbara E.
14191,Artimeria L.
14192,Mrs. Mattie
14193,Annie
14194,Sattri
14195,Frank
14196,Infant
14197,L.J.
14198,Charles
14199,Miss Pearl
14200,Ed
14201,Media
14202,Mrs. May Dott
14203,Clemmie
14204,R.C.
14205,Mrs. L. Scott
14206,Wm. Bailey
14207,Hammond E.
14208,Infant
14209,Yastine
14210,J.J.
14211,Wm. Andrew
14212,Beny
14213,Infant
14214,John
14215,Adolph W.
14216,Mrs. Virginia B.
14217,Juanita
14218,Wing
14219,Charles
14220,Antonio
14221,Wesley
14222,John T.
14223,Louise D.
14224,Curtis
14225,Infant of J.H
14226,W.H.
14227,Macala
14228,Mary Batts
14229,Wm. A.
14230,Domitila
14231,Conha
14232,Sarino
14233,T.M
14234,John
14235,Hemming
14236,Mary Alice
14237,Lee
14238,Wm. Page
14239,Infant
14240,James L.
14241,Wm. B.
14242,Arah M.
14243,Jesus
14244,R.L.
14245,Antonio
14246,Mrs. S.H.
14247,Dr. F.W.
14248,Josefa
14249,Mrs. J.I
14250,Jessie
14251,Dr. S.S.
14252,Mark Ezekial
14253,Infant of Mr. and Mrs. Frank
14254,Infant
14255,Clark
14256,Thos. Benjamin
14257,John Gaton
14258,John I.
14259,John
14260,Clara J.
14261,J.E.
14262,Julia
14263,Ruth
14264,Mary
14265,Eugene Brooks
14266,Juan
14267,J.M
14268,Infant of I.
14269,Emilie Henriette
14270,Baby
14271,T.H.
14272,Joseph C
14273,Sister Mary
14274,Pronpus
14275,Earle
14276,Eugene L
14277,Jersey Ruth
14278,Jules
14279,Rebecca
14280,Wm B
14281,Dorothy
14282,Refuejer
14283,Maria
14284,Thomas C
14285,John C
14286,R P
14287,Enez
14288,Olivia A
14289,Gottlieb
14290,J C
14291,Geo A
14292,Sam
14293,George
14294,Pedro
14295,Robt W
14296,J L
14297,Robert
14298,Paul H
14299,M
14300,Bernard
14301,T M
14302,J M
14303,Paul
14304,Matilda
14305,Emilie Louise
14306,Wm W
14307,Daniel H
14308,Lee
14309,Juan
14310,Frank
14311,E
14312,Miguel
14313,Earl J
14314,Josephine S
14315,Walter F
14316,Amelia
14317,Richard P
14318,Mrs P
14319,George
14320,Susie
14321,Carl August
14322,Mrs Mary
14323,Infant of W J
14324,Sophia
14325,John O
14326,Judge J H
14327,Thos Salethal
14328,Geo W
14329,Frederick C
14330,E H
14331,J E
14332,S F
14333,Francisco
14334,Edna May
14335,J L
14336,Emily Emma
14337,Donetrip
14338,Haywood
14339,Hannah M
14340,Annie V
14341,Zora Lee
14342,Esther
14343,Tom
14344,Wm
14345,Jessie P
14346,Joe
14347,Infant
14348,Ted Wallace
14349,G W
14350,S O
14351,Johannie
14352,Annetta
14353,Nancy
14354,Carolina
14355,Resardo
14356,Inft of A L
14357,Maggie A
14358,J S
14359,Garza
14360,Ben F
14361,Ruferto
14362,Ira
14363,Otto
14364,Gertrude D
14365,B E
14366,Elizabeth J
14367,Aaron F
14368,Lucile
14369,Plakina
14370,Filomena
14371,Pomposa
14372,Earl E
14373,Jennie May
14374,Pedro
14375,Electa Carrie
14376,John H
14377,John
14378,Amelie Dilie
14379,Inft
14380,R T
14381,Panzy Edith
14382,Jennie C
14383,Paul
14384,Julia
14385,Capt
14386,Ada
14387,Adela B
14388,Eloise L
14389,Minnie M
14390,Antonia
14391,M O
14392,Florence Anderson
14393,Mrs Marie
14394,A
14395,Paul
14396,John W
14397,Inft of E
14398,P A
14399,Mrs Fannie
14400,Joseph S
14401,W N
14402,A E
14403,Man
14404,Antonia
14405,Claudia
14406,Doris
14407,Dorothy R
14408,Burney C
14409,Lovert F
14410,A L
14411,Inft of A C
14412,Todd Irene
14413,Julia
14414,J M
14415,Richard
14416,Louis
14417,Virginia
14418,Elizabeth
14419,Elizabeth M O
14420,Jose
14421,Edgar
14422,Ron
14423,Josefa
14424,Crestino
14425,Chas A
14426,Inft of Mr & Mrs Anaho
14427,Mrs Louise B
14428,D E
14429,Thomas J
14430,John W
14431,Frank L
14432,Connie
14433,Evelding
14434,Wm M
14435,Mame
14436,Augusta J
14437,Emily H
14438,Edna Lee
14439,Sister Ignatia
14440,Rosie
14441,Inft of E F
14442,R L
14443,M C
14444,P Petra
14445,Lucy Holcom
14446,John R
14447,James
14448,Inft of Mr & Mrs Arthur
14449,Otto
14450,Tubencio
14451,Mary F
14452,Miram K
14453,E B
14454,Albert
14455,James
14456,Infants
14457,Infant
14458,Sallie
14459,Maggie
14460,Thos J
14461,Math
14462,Antonia
14463,Walter
14464,Pedro
14465,Lottie Rice
14466,Pearl White
14467,Sam F
14468,Geo Thos
14469,Miss Olga
14470,Phillip Sam
14471,Martha Ragsdale
14472,Eloise
14473,Antoinette
14474,Mrs C T
14475,Mrs C T
14476,Y
14477,Geo D
14478,C C
14479,Mrs Willie
14480,Ambrosco
14481,Inft of Mr & Mrs Thos A
14482,Inez
14483,Mrs M R J
14484,Selma Edith
14485,Infant
14486,Mrs M J
14487,Cornelius
14488,Mrs S A
14489,Lynda
14490,E C
14491,J
14492,Katherine M
14493,Jane
14494,R L
14495,Sophie
14496,Theresa
14497,Mrs L M
14498,Infant
14499,H W
14500,Mrs Ida
14501,A
14502,Mary
14503,H P
14504,P B
14505,F A
14506,Samuel B
14507,Eva D
14508,John Smith
14509,Mattie
14510,James Powell
14511,Mrs H A
14512,Lucile
14513,Inft of Newt
14514,Eugene
14515,Albert I
14516,Victor
14517,Johoanna Elizabeth
14518,Charlie
14519,Manuel
14520,Ben
14521,Joe
14522,A J
14523,Josef O
14524,Plia
14525,Henry
14526,Marez
14527,Inft
14528,Elizabeth
14529,Aaron
14530,L R
14531,Edward Lester
14532,Cecil Sanford
14533,August
14534,Mrs Annie E
14535,W E
14536,Ethel Louise
14537,Mary E
14538,Teresa G
14539,Helen I
14540,Rosina W
14541,Rebecca Washington
14542,Minnie Gray
14543,Wm H
14544,Virginia A
14545,Agneda
14546,Alan
14547,A J
14548,Kurt
14549,Florencio
14550,Cecil
14551,Mrs M D
14552,Robt Karl Harry
14553,Paulita
14554,Thos J
14555,Margaret H
14556,Frank J
14557,Claude Nolan
14558,Ann P
14559,J L
14560,Inft of C
14568,Simon Green
14569,Alice Elizabeth
14570,S W
14571,Edgar
14572,W A
14573,Sedunda
14574,Fannie A
14575,Lula H
14576,Abolimman
14577,Mathilda
14578,Robt G
14579,Romana
14580,Henry
14581,Mrs James W
14582,Geo W
14583,Benj S
14584,Mrs William A
14585,Mrs Martha L
14586,Saveina
14587,Tomita C
14588,M
14589,J P
14590,Emma Griesenbeck
14591,Karin
14592,Margarito
14593,Raymond
14594,Sam
14595,A E
14596,John W
14597,Mary Claudia
14598,Walter
14599,Mrs Stella P
14600,Fred A
14601,Henry
14602,T V
14603,N
14604,Philip R
14605,Sarah May
14606,J T
14607,Carmine
14608,Harry Granberry
14609,Thomas Franklin
14610,Earl Hasting
14611,Thomas A
14612,Vasal
14613,Anna
14614,James N
14615,Margaret Scott
14616,Manuel
14617,Pearline
14618,Pauline
14619,Wm
14620,Dolara
14621,Cherchies
14623,Infant of Geo
14624,Clara
14625,Tinsula
14626,Hugh Hamilton
14627,John A
14628,Susie
14629,Kisy Jane
14630,E E
14631,Infant of H
14632,Infant
14633,Bill
14634,Bill
14635,P C
14636,A J
14637,Rev Geo M
14638,Caroline
14639,A
14640,Mrs. Ethel
14641,G W
14642,John
14643,Almander
14644,G P
14645,John T
14646,Charlie
14647,Hudson
14648,John Steven
14649,Mrs. Clementice
14650,Mrs. Helen Brightwell
14651,Mrs Bee
14652,Mrs. Ollie
14653,Juan
14654,G H
14655,Carl
14656,J C
14657,Charlie
14658,Hiram H
14659,James
14660,Eliza
14661,Jane
14662,Ben
14663,Mrs Jennie
14664,Thomas Rowe
14665,Hough
14666,Ruby Irene Clark
14667,Felix
14668,Mary Elizabeth
14669,Mildred
14670,Mary Ann
14671,Ernest L
14672,Wm Hardy
14673,Joe Eddie
14674,Jacob C
14675,N K
14676,Inft of T J
14677,Inft of Mr & Mrs Dave
14678,P E
14679,Agnes
14680,Hugh
14681,Andrew Paul
14682,rachel
14683,Mrs Barbara
14684,Mrs Myrtie H
14685,Elizabeth
14686,C E
14687,Platz
14688,Scott
14689,Mrs. Adaline
14690,Edward
14691,Joe
14692,Mary C
14693,Robert Geo
14694,M G
14695,R M
14696,Benita
14697,Virginia Wale
14698,Oscar
14699,Louise M
14700,Infant
14701,Infant
14702,Mrs. Laura
14703,Louise Ray
14704,Mrs Fannie E
14705,David O
14706,Lisse
14707,Inft of Mr & Mrs Spencer
14708,A H T
14709,E L
14710,Charlie H
14711,Inft of Mr & Mrs W P
14712,Andre
14713,Jas
14714,Guadalupe
14715,Jim
14716,Sallie E
14717,A W
14718,T J
14719,Robt E
14720,W S
14721,Marie
14722,Peyraso
14723,Harry
14724,Carl
