pkoakwood,yearsmonthsdays
12742,077-11-22
12743,060-00-00
12744,N
12745,059-01-03
12746,N
12747,078-11-08
12748,061-11-27
12749,080-01-13
12750,007-04-14
12751,003-11-00
12752,000-00-00
12753,042-00-00
12754,037-00-00
12755,065-07-19
12756,025-00-00
12757,001-02-00
12758,072-00-00
12759,022-00-00
12760,082-00-00
12761,084-00-00
12762,020-00-00
12763,055-00-00
12764,076-00-00
12765,028-00-00
12766,084-00-00
12767,004-05-03
12768,030-00-00
12769,043-02-19
12770,046-03-22
12771,000-00-06
12772,074-00-00
12773,026-00-00
12774,065-00-00
12775,061-00-00
12776,000-01-07
12777,068-00-00
12778,070-00-00
12779,014-05-00
12780,041-05-14
12781,025-00-00
12782,038-00-00
12783,035-11-17
12784,000-00-00
12785,000-06-00
12786,N
12787,N
12788,073-00-05
12789,028-01-27
12790,072-07-20
12791,058-02-00
12792,000-01-02
12793,006-07-17
12794,044-01-02
12795,070-00-00
12796,062-00-00
12797,052-00-00
12798,025-00-00
12799,065-00-00
12800,062-07-08
12801,033-04-24
12802,029-08-05
12803,076-00-00
12804,040-00-27
12805,028-00-00
12806,076-00-00
12807,000-00-15
12808,069-11-24
12809,088-00-00
12810,N
12811,033-00-00
12812,N
12813,001-01-01
12814,N
12815,074-00-00
12816,N
12817,050-00-00
12818,001-01-00
12819,081-08-23
12820,076-01-21
12821,040-07-19
12822,000-00-00
12823,016-11-16
12824,056-08-06
12825,047-00-00
12826,034-00-00
12827,000-00-06
12828,054-08-01
12829,000-04-26
12830,027-06-21
12831,062-07-06
12832,000-00-01
12833,078-04-00
12834,053-05-00
12835,000-00-00
12836,023-00-00
12837,064-00-00
12838,050-06-00
12839,005-07-00
12840,031-10-16
12841,022-00-00
12842,001-08-29
12843,093-10-25
12844,039-00-00
12845,044-00-00
12846,N
12847,021-01-25
12848,062-03-03
12849,067-00-02
12850,056-00-00
12851,035-00-00
12852,074-06-01
12853,002-08-11
12854,000-00-00
12855,016-02-01
12856,035-10-00
12857,080-00-00
12858,007-00-00
12859,081-09-26
12860,089-09-07
12861,003-00-00
12862,000-00-00
12863,038-05-28
12864,085-09-01
12865,018-01-00
12866,080-06-04
12867,000-09-11
12868,103-00-00
12869,021-00-00
12870,000-00-20
12871,007-00-00
12872,000-00-01
12873,023-00-00
12874,048-07-11
12875,N
12876,065-00-00
12877,082-09-00
12878,002-00-00
12879,000-00-00
12880,065-00-00
12881,065-00-00
12882,037-00-00
12883,015-00-00
12884,032-00-00
12885,035-00-00
12886,030-00-00
12887,052-00-25
12888,006-00-00
12889,001-07-00
12890,078-05-27
12891,000-00-07
12892,008-00-00
12893,074-03-14
12894,055-00-00
12895,085-00-00
12896,052-00-00
12897,082-00-00
12898,067-00-00
12899,069-00-00
12900,079-00-00
12901,N
12902,N
12903,069-00-00
12904,037-00-00
12905,050-00-00
12906,064-00-00
12907,071-00-00
12908,N
12909,N
12910,N
12911,N
12912,000-00-00
12913,038-00-00
12914,070-00-00
12915,036-06-09
12916,030-01-00
12917,069-00-00
12918,077-00-00
12919,030-00-00
12920,044-02-29
12921,008-00-00
12922,073-00-00
12923,N
12924,059-05-17
12925,083-05-25
12926,035-04-25
12927,N
12928,053-01-21
12929,000-00-00
12930,001-03-14
12931,053-00-00
12932,045-00-00
12933,044-00-00
12934,037-00-00
12935,N
12936,N
12937,036-00-00
12938,005-00-00
12939,N
12940,072-00-00
12941,021-08-00
12942,005-00-00
12943,019-00-00
12944,073-00-00
12945,032-00-00
12946,053-10-04
12947,033-06-01
12948,008-00-00
12949,001-08-00
12950,041-00-00
12951,050-02-19
12952,053-00-00
12953,007-00-00
12954,063-00-00
12955,N
12956,N
12957,000-04-09
12958,084-09-30
12959,006-00-00
12960,000-08-00
12961,075-00-00
12962,000-01-00
12963,042-00-00
12964,073-00-00
12965,034-00-26
12966,079-02-26
12967,058-00-00
12968,002-03-18
12969,053-07-06
12970,070-00-00
12971,080-00-00
12972,085-04-13
12973,006-06-03
12974,065-00-00
12975,000-05-00
12976,N
12977,000-11-00
12978,068-11-21
12979,052-06-14
12980,069-00-00
12981,000-11-01
12982,033-11-11
12983,001-10-06
12984,081-00-00
12985,000-05-24
12986,029-05-18
12987,027-11-01
12988,002-10-05
12989,000-09-23
12990,075-00-00
12991,080-00-0
12992,065-10-15
12993,069-02-12
12994,062-04-17
12995,053-00-00
12996,058-08-00
12997,040-00-00
12998,088-05-03
12999,068-00-00
13000,000-02-00
13001,N
13002,076-08-22
13003,000-00-00
13004,068-00-00
13005,032-00-00
13006,029-00-00
13007,000-03-12
13008,024-06-04
13009,071-00-00
13010,000-08-00
13011,084-00-00
13012,043-09-00
13013,055-00-00
13014,041-00-00
13015,064-11-00
13016,010-01-03
13017,000-00-00
13018,000-11-21
13019,081-00-00
13020,002-11-14
13021,089-00-00
13022,000-00-09
13023,070-00-00
13024,039-00-00
13025,069-00-00
13026,030-00-00
13027,N
13028,N
13029,N
13030,N
13031,N
13032,N
13033,N
13034,049-00-00
13035,042-00-00
13036,011-00-00
13037,N
13038,015-01-07
13039,083-00-00
13040,027-00-00
13041,056-00-00
13042,021-07-14
13043,070-00-00
13044,047-11-13
13045,023-05-07
13046,075-00-00
13047,050-00-00
13048,000-03-03
13049,052-00-00
13050,N
13051,N
13052,077-00-00
13053,050-00-00
13054,005-00-00
13055,000-00-00
13056,001-00-00
13057,N
13058,045-06-24
13059,044-00-00
13060,017-00-00
13061,000-00-07
13062,000-00-07
13063,041-00-00
13064,033-00-00
13065,002-05-09
13066,000-02-09
13067,009-08-15
13068,083-00-00
13069,
13070,075-00-00
13071,001-06-00
13072,064-00-00
13073,000-00-25
13074,000-00-01
13075,077-00-00
13076,000-01-02
13077,030-00-00
13078,030-00-00
13079,071-09-03
13080,000-07-06
13081,N
13082,001-00-00
13083,048-07-00
13084,048-03-24
13085,000-08-00
13086,077-00-00
13087,073-03-10
13088,N
13089,012-00-00
13090,040-00-00
13091,034-00-05
13092,000-05-15
13093,000-00-09
13094,N
13095,001-00-00
13096,039-00-18
13097,079-00-00
13098,058-00-00
13099,000-00-01
13100,006-07-28
13101,039-00-00
13102,042-00-00
13103,073-00-00
13104,064-00-00
13105,082-00-00
13106,062-01-05
13107,022-01-08
13108,079-00-00
13109,015-00-00
13110,010-62-2
13111,N
13112,097-00-00
13113,033-02-07
13114,064-00-00
13115,062-00-00
13116,066-00-00
13117,038-10-08
13118,035-00-00
13119,N
13120,073-00-00
13121,010-00-24
13122,N
13123,N
13124,023-00-11
13125,054-09-00
13126,042-06-23
13127,024-00-00
13128,084-06-03
13129,066-00-00
13130,044-00-24
13131,007-00-00
13132,054-00-00
13133,047-00-00
13134,002-00-00
13135,065-08-00
13136,019-03-13
13137,081-00-00
13138,061-01-23
13139,093-09-00
13140,030-00-00
13141,063-00-00
13142,085-00-00
13143,025-00-00
13144,076-00-00
13145,079-00-00
13146,059-00-00
13147,046-00-00
13148,000-09-00
13149,N
13150,004-00-00
13151,072-00-00
13152,040-00-00
13153,073-00-00
13154,028-08-00
13155,017-05-00
13156,001-00-00
13157,079-00-00
13158,050-00-00
13159,066-00-00
13160,088-11-02
13161,075-00-00
13162,029-00-00
13163,N
13164,046-00-00
13165,078-00-00
13166,076-00-00
13167,045-00-00
13168,054-00-00
13169,028-00-00
13170,055-00-00
13171,024-00-00
13172,041-01-26
13173,022-10-01
13174,069-00-10
13175,060-11-09
13176,000-05-02
13177,002-07-21
13178,076-00-00
13179,068-00-00
13180,068-00-25
13181,026-00-00
13182,000-10-07
13183,046-02-11
13184,048-05-16
13185,001-02-00
13186,055-01-02
13187,082-00-00
13188,053-00-00
13189,004-01-07
13190,047-00-00
13191,
13192,073-04-19
13193,086-00-00
13194,065-00-00
13195,000-00-04
13196,045-00-00
13197,011-00-00
13198,010-03-28
13199,N
13200,N
13201,089-00-00
13202,041-00-00
13203,008-00-00
13204,038-06-13
13205,N
13206,057-06-29
13207,085-00-00
13208,080-00-00
13209,N
13210,086-00-00
13211,N
13212,092-00-00
13213,082-04-22
13214,077-00-00
13215,005-00-00
13216,072-00-00
13217,065-00-00
13218,048-00-00
13219,043-00-00
13220,028-06-02
13221,079-00-00
13222,058-11-15
13223,000-00-05
13224,088-00-00
13225,N
13226,003-00-00
13227,085-00-00
13228,078-00-00
13229,001-09-00
13230,071-00-00
13231,004-11-19
13232,043-00-00
13233,000-00-00
13234,047-00-00
13235,068-01-25
13236,058-00-00
13237,007-00-00
13238,079-00-00
13239,055-00-00
13240,080-00-00
13241,071-00-00
13242,001-09-28
13243,071-00-00
13244,000-00-00
13245,076-00-00
13246,000-00-00
13247,N
13248,050-00-00
13249,082-00-00
13250,N
13251,079-00-00
13252,070-00-00
13253,050-00-00
13254,066-04-18
13255,083-00-00
13256,057-06-29
13257,N
13258,026-00-00
13259,071-00-00
13260,N
13261,079-00-00
13262,019-08-20
13263,045-00-00
13264,072-00-00
13265,043-00-00
13266,085-00-00
13267,080-00-00
13268,083-07-18
13269,073-00-00
13270,065-00-00
13271,017-00-00
13272,084-00-00
13273,049-00-00
13274,069-00-00
13275,079-00-00
13276,068-00-00
13277,058-00-0
13278,091-00-00
13279,083-00-00
13280,072-00-00
13281,094-00-00
13282,083-05-13
13283,076-00-00
13284,N
13285,056-00-00
13286,N
13287,021-00-00
13288,064-00-00
13289,076-00-00
13290,079-00-22
13291,N
13292,018-00-00
13293,081-11-20
13294,003-00-00
13295,087-00-00
13296,N
13297,048-00-00
13298,048-00-00
13299,037-00-00
13300,074-00-00
13301,074-00-00
13302,036-00-00
13303,N
13304,000-00-07
13305,060-00-00
13306,073-00-00
13307,N
13308,002-00-00
13309,091-00-00
13310,073-04-29
13311,070-00-00
13312,057-00-00
13313,067-00-00
13314,073-00-00
13315,N
13316,N
13317,N
13318,068-00-00
13319,078-00-12
13320,078-00-00
13321,071-00-00
13322,074-00-00
13323,051-11-02
13324,077-00-00
13325,077-00-00
13326,000-02-09
13327,072-09-00
13328,002-02-29
13329,057-00-00
13330,062-00-00
13331,070-00-00
13332,000-00-00
13333,070-00-00
13334,064-00-00
13335,015-00-00
13336,073-11-06
13337,086-00-00
13338,074-00-00
13339,062-00-00
13340,080-00-00
13341,037-00-00
13342,001-00-00
13343,000-01-26
13344,076-09-22
13345,079-00-00
13346,060-00-00
13347,083-00-00
13348,N
13349,038-00-00
13350,002-09-23
13351,036-00-00
13352,023-00-00
13353,045-03-27
13354,069-00-00
13355,000-14-00
13356,007-00-00
13357,000-11-00
13358,080-04-19
13359,041-04-14
13360,N
13361,074-00-00
13362,000-03-06
13363,031-00-22
13364,000-03-16
13365,020-00-00
13366,070-00-00
13367,025-00-00
13368,N
13369,047-11-16
13370,062-00-00
13371,086-00-00
13372,084-00-00
13373,048-06-10
13374,066-00-00
13375,071-10-00
13376,083-00-00
13377,091-05-16
13378,037-05-01
13379,072-00-00
13380,N
13381,N
13382,N
13383,N
13384,000-00-04
13385,N
13386,000-03-09
13387,024-00-00
13388,000-00-04
13389,024-00-00
13390,036-00-00
13391,N
13392,055-00-00
13393,087-00-00
13394,022-00-00
13395,070-00-00
13396,000-11-22
13397,000-06-21
13398,045-04-17
13399,000-01-22
13400,001-05-00
13401,N
13402,073-02-24
13403,071-00-00
13404,008-05-01
13405,064-03-16
13406,085-00-00
13407,043-00-00
13408,083-00-00
13409,078-01-13
13410,000-10-22
13411,N
13412,001-02-07
13413,085-00-00
13414,028-09-17
13415,058-11-07
13416,033-10-03
13417,036-00-00
13418,N
13419,N
13420,016-00-00
13421,072-07-10
13422,086-00-00
13423,083-03-15
13424,087-05-25
13425,076-01-14
13426,037-01-04
13427,065-08-07
13428,025-03-25
13429,071-00-00
13430,002-09-11
13431,044-00-00
13432,N
13433,N
13434,076-00-00
13435,068-00-00
13436,083-00-00
13437,063-00-00
13438,085-00-00
13439,057-09-04
13440,076-09-29
13441,N
13442,044-00-00
13443,080-00-00
13444,094-00-00
13445,007-00-00
13446,067-01-22
13447,024-00-00
13448,056-00-00
13449,023-02-20
13450,056-00-00
13451,048-00-00
13452,066-00-00
13453,048-00-00
13454,003-00-00
13455,001-04-00
13456,076-00-00
13457,021-00-00
13458,044-00-00
13459,N
13460,017-11-07
13461,021-00-00
13462,070-00-00
13463,076-00-00
13464,045-05-24
13465,N
13466,069-00-00
13467,035-04-17
13468,059-00-00
13469,043-01-05
13470,077-09-02
13471,076-00-00
13472,058-00-00
13473,N
13474,N
13475,N
13476,N
13477,080-00-00
13478,000-00-00
13479,057-00-00
13480,051-00-00
13481,059-00-00
13482,068-00-00
13483,022-00-00
13484,043-00-00
13485,053-00-00
13486,000-03-15
13487,030-00-00
13488,024-00-00
13489,075-00-00
13490,019-00-00
13491,026-00-00
13492,058-00-00
13493,040-00-00
13494,000-00-03
13495,032-00-00
13496,N
13497,083-00-00
13498,096-00-00
13499,051-02-28
13500,080-00-00
13501,069-00-00
13502,031-00-12
13503,N
13504,069-00-00
13505,034-00-00
13506,065-00-00
13507,035-00-0
13508,068-00-00
13509,000-00-02
13510,N
13511,000-11-00
13512,069-04-0
13513,N
13514,049-00-00
13515,064-00-00
13516,000-09-00
13517,008-00-00
13518,075-00-00
13519,N
13520,062-00-00
13521,000-02-00
13522,000-02-22
13523,088-08-11
13524,067-05-21
13525,079-00-00
13526,070-00-00
13527,000-03-18
13528,N
13529,N
13530,072-00-00
13531,024-00-00
13532,080-00-00
13533,057-00-00
13534,066-00-00
13535,066-00-00
13536,000-06-15
13537,084-00-00
13538,031-00-00
13539,077-00-00
13540,017-05-24
13541,000-00-00
13542,067-11-02
13543,000-00-05
13544,073-00-00
13545,088-00-00
13546,004-06-00
13547,073-00-00
13548,070-00-00
13549,038-04-25
13550,052-00-00
13551,N
13552,022-00-00
13553,073-00-00
13554,020-07-17
13555,023-02-00
13556,N
13557,076-02-27
13558,001-03-00
13559,045-03-01
13560,016-01-10
13561,083-09-08
13562,087-05-02
13563,N
13564,000-00-00
13565,091-10-28
13566,063-00-00
13567,024-15-00
13568,046-05-26
13569,075-00-00
13570,070-01-26
13571,023-11-24
13572,044-00-00
13573,064-10-08
13574,N
13575,N
13576,052-08-05
13577,000-00-07
13578,011-03-18
13579,076-00-00
13580,073-00-00
13581,N
13582,030-00-00
13583,N
13584,015-00-00
13585,N
13586,084-00-00
13587,073-07-17
13588,039-11-01
13589,060-06-14
13590,N
13591,086-00-00
13592,070-00-00
13593,001-00-13
13594,064-00-00
13595,016-08-15
13596,094-07-24
13597,049-08-05
13598,064-00-00
13599,009-08-28
13600,002-00-00
13601,N
13602,N
13603,N
13604,000-00-04
13605,081-00-00
13606,030-00-00
13607,079-00-00
13608,N
13609,N
13610,N
13611,N
13612,N
13613,N
13614,083-00-00
13615,N
13616,083-00-00
13617,093-00-00
13618,084-00-00
13619,060-00-00
13620,013-00-00
13621,N
13622,099-00-00
13623,008-10-04
13624,000-06-03
13625,N
13626,000-06-03
13627,072-00-00
13628,073-00-00
13629,001-01-10
13630,057-02-25
13631,035-00-00
13632,059-00-00
13633,N
13634,076-00-00
13635,074-00-00
13636,056-00-00
13637,002-00-22
13638,016-00-00
13639,000-06-00
13640,083-00-00
13641,022-06-20
13642,070-00-00
13643,000-06-00
13644,N
13645,083-00-00
13646,000-00-00
13647,078-00-00
13648,083-03-10
13649,000-00-09
13650,070-00-00
13651,076-06-27
13652,046-00-00
13653,074-11-27
13654,065-00-00
13655,017-07-26
13656,058-03-09
13657,073-08-05
13658,028-00-00
13659,N
13660,057-00-00
13661,076-02-12
13662,071-00-00
13663,N
13664,012-02-04
13665,012-00-00
13666,062-00-00
13667,002-06-17
13668,000-00-14
13669,N
13670,003-00-20
13671,N
13672,000-03-01
13673,067-04-19
13674,008-00-24
13675,001-01-00
13676,032-00-00
13677,029-08-04
13678,000-00-01
13679,041-04-05
13680,020-04-15
13681,000-06-03
13682,N
13683,000-06-09
13684,020-00-00
13685,075-00-00
13686,089-00-00
13687,041-05-00
13688,042-00-00
13689,000-06-00
13690,086-00-00
13691,078-00-00
13692,083-00-00
13693,037-00-00
13694,050-00-16
13695,076-00-00
13696,072-00-00
13697,001-00-01
13698,022-08-06
13699,038-00-00
13700,036-00-00
13701,055-06-19
13702,066-00-00
13703,000-00-00
13704,075-00-00
13705,000-04-10
13706,000-04-11
13707,040-06-26
13708,060-00-00
13709,021-02-27
13710,N
13711,033-00-00
13712,020-91-8
13713,066-10-06
13714,012-11-16
13715,054-00-00
13716,530-00-00
13717,054-00-00
13718,080-00-00
13719,037-01-23
13720,072-00-00
13721,000-00-09
13722,033-11-13
13723,058-00-00
13724,026-00-00
13725,000-06-00
13726,004-00-00
13727,079-08-01
13728,079-08-01
13729,000-09-07
13730,000-00-00
13731,044-00-00
13732,020-00-23
13733,N
13734,079-00-00
13735,000-00-00
13736,018-00-00
13737,N
13738,045-00-00
13739,035-00-00
13740,006-00-00
13741,056-06-17
13742,035-00-00
13743,066-02-23
13744,097-00-00
13745,059-00-00
13746,088-00-00
13747,000-00-00
13748,060-02-02
13749,084-00-00
13750,058-00-00
13751,059-00-00
13752,008-00-00
13753,063-05-05
13754,078-05-06
13755,066-00-00
13756,049-09-16
13757,017-00-00
13758,035-06-20
13759,086-00-00
13760,086-00-00
13761,041-00-00
13762,078-11-23
13763,079-00-00
13764,002-00-00
13765,076-00-00
13766,033-00-00
13767,000-00-20
13768,032-08-17
13769,080-00-00
13770,000-11-05
13771,000-00-00
13772,055-00-00
13773,067-00-00
13774,003-00-00
13775,077-00-00
13776,028-00-00
13777,003-02-00
13778,071-09-18
13779,010-00-00
13780,035-00-00
13781,058-04-19
13782,068-05-00
13783,036-04-06
13784,064-00-00
13785,000-00-01
13786,001-00-00
13787,000-00-00
13788,017-07-23
13789,080-04-14
13790,084-11-04
13791,000-01-01
13792,020-00-00
13793,000-07-14
13794,034-00-18
13795,073-00-00
13796,084-05-21
13797,083-00-00
13798,N
13799,001-01-04
13800,011-00-00
13801,000-00-02
13802,027-11-24
13803,003-00-00
13804,000-00-00
13805,031-11-21
13806,025-04-05
13807,045-01-19
13808,000-00-00
13809,083-00-00
13810,050-00-00
13811,039-00-00
13812,057-00-00
13813,N
13814,085-07-00
13815,039-00-00
13816,019-00-00
13817,059-00-08
13818,014-00-00
13819,038-00-00
13820,077-00-00
13821,003-07-12
13822,075-00-00
13823,070-00-00
13824,045-00-00
13825,028-05-09
13826,056-05-00
13827,048-09-20
13828,047-04-24
13829,000-00-01
13830,061-00-00
13831,065-02-19
13832,080-04-00
13833,066-00-00
13834,055-00-21
13835,084-00-00
13836,069-08-10
13837,027-02-13
13838,062-04-16
13839,076-00-00
13840,075-03-10
13841,000-01-00
13842,086-00-00
13843,076-00-00
13844,067-09-30
13845,050-04-09
13846,083-00-00
13847,075-02-17
13848,066-00-00
13849,077-01-30
13850,059-02-17
13851,080-00-00
13852,054-00-00
13853,083-00-00
13854,064-10-05
13855,076-00-00
13856,N
13857,078-00-00
13858,062-00-00
13859,076-00-00
13860,N
13861,020-05-12
13862,076-04-11
13863,077-00-00
13864,078-00-00
13865,081-02-14
13866,052-05-01
13867,065-09-05
13868,040-03-26
13869,060-00-04
13870,090-11-00
13871,060-11-20
13872,016-00-01
13873,028-04-08
13874,067-02-13
13875,086-05-24
13876,036-08-14
13877,N
13879,068-00-00
13880,082-00-00
13881,009-00-00
13882,N
13883,079-00-00
13884,086-00-00
13885,073-01-23
13886,086-00-00
13887,000-00-05
13888,065-11-17
13889,N
13890,N
13891,085-00-00
13892,025-06-13
13893,025-06-13
13894,003-00-00
13895,081-04-05
13896,N
13897,N
13898,074-00-00
13899,N
13900,033-00-00
13901,083-00-00
13902,077-08-04
13903,040-00-00
13904,048-00-00
13905,001-06-00
13906,001-02-00
13907,000-00-00
13908,000-00-00
13909,000-00-00
13910,000-00-03
13911,011-00-00
13912,000-00-07
13913,094-06-21
13914,035-00-00
13915,000-00-13
13916,001-00-12
13917,067-07-14
13918,072-00-00
13919,068-04-17
13920,073-03-00
13921,025-06-28
13922,000-01-07
13923,000-00-00
13924,028-00-00
13925,031-00-00
13926,072-00-00
13927,085-11-02
13928,017-01-07
13929,022-00-00
13930,071-00-00
13931,000-00-00
13932,000-00-00
13933,027-01-00
13934,032-09-15
13935,000-10-00
13936,032-03-18
13937,028-00-00
13938,063-03-09
13939,063-00-00
13940,058-00-00
13941,024-00-00
13942,039-00-00
13943,011-10-0
13944,092-00-00
13945,001-04-00
13946,N
13947,N
13948,080-01-12
13949,001-04-00
13950,000-00-00
13951,024-09-01
13952,037-00-00
13953,070-08-03
13954,073-00-00
13955,001-10-14
13956,076-00-0
13957,079-00-0
13958,060-00-00
13959,041-01-02
13960,000-00-00
13961,089-00-00
13962,078-02-05
13963,082-00-00
13964,000-00-00
13965,020-00-00
13966,000-02-02
13967,009-00-00
13968,080-00-00
13969,055-06-05
13970,072-00-00
13971,003-00-04
13972,086-00-00
13973,085-00-00
13974,080-00-00
13975,064-00-00
13976,000-00-00
13977,039-03-15
13978,073-02-17
13979,002-05-03
13980,000-11-19
13981,073-00-00
13982,001-00-23
13983,N
13984,043-04-22
13985,051-00-00
13986,052-08-12
13987,010-07-00
13988,069-00-00
13989,089-00-00
13990,069-00-00
13991,047-00-00
13992,060-00-00
13993,000-05-00
13994,027-00-00
13995,025-00-00
13996,077-00-00
13997,036-06-29
13998,070-01-04
13999,079-02-07
14000,029-03-13
14001,004-00-00
14002,000-11-00
14003,071-00-00
14004,000-00-00
14005,075-00-00
14006,067-00-00
14007,070-00-00
14008,000-00-00
14009,036-00-00
14010,008-08-22
14011,000-00-00
14012,000-00-00
14013,028-00-00
14014,032-00-00
14015,064-10-15
14016,062-03-29
14017,077-04-10
14018,000-00-22
14019,000-00-00
14020,022-00-00
14021,018-06-06
14022,000-03-00
14023,023-00-00
14024,000-00-00
14025,000-00-00
14026,000-00-00
14027,025-00-00
14028,031-00-00
14029,5
14030,090-00-00
14031,000-00-00
14032,075-00-00
14033,000-00-00
14034,001-01-26
14035,050-00-00
14036,079-07-02
14037,000-00-0
14038,000-00-04
14039,073-00-00
14040,001-05-00
14041,027-10-19
14042,001-08-00
14043,070-00-00
14044,082-00-00
14045,073-00-27
14046,014-10-24
14047,067-00-00
14048,058-01-01
14049,000-05-07
14050,037-00-00
14051,000-02-09
14052,070-00-00
14053,035-00-00
14054,042-06-16
14055,080-00-00
14056,081-00-00
14057,034-05-12
14058,000-03-00
14059,000-00-00
14060,000-04-00
14061,000-00-00
14062,028-03-10
14063,063-09-27
14064,074-00-00
14065,008-00-00
14066,073-00-00
14067,070-00-00
14068,021-05-10
14069,029-01-22
14070,070-00-00
14071,001-02-00
14072,000-00-00
14073,069-06-14
14074,035-00-00
14075,001-02-26
14076,053-04-08
14077,046-01-18
14078,048-05-01
14079,089-06-07
14080,002-02-06
14081,001-06-05
14082,043-07-09
14083,042-01-02
14084,000-06-02
14085,089-00-00
14086,002-03-08
14087,000-00-00
14088,000-00-00
14089,000-00-00
14090,041-00-00
14091,031-08-18
14092,000-00-0
14093,075-00-00
14094,057-00-00
14095,021-00-00
14096,000-00-0
14097,078-00-00
14098,007-00-00
14099,076-00-00
14100,077-00-00
14101,081-00-00
14102,003-07-15
14103,046-00-00
14104,000-06-00
14105,000-00-00
14106,030-09-19
14107,081-00-00
14108,009-00-00
14109,000-00-0
14110,021-10-30
14111,066-00-00
14112,000-15-00
14113,000-00-0
14114,073-02-24
14115,073-00-20
14116,078-00-00
14117,077-00-00
14118,045-00-00
14119,074-02-20
14120,051-00-00
14121,000-00-00
14122,048-09-05
14123,075-00-00
14124,023-00-00
14125,N
14126,N
14127,025-01-07
14128,003-10-27
14129,032-02-04
14130,049-00-00
14131,025-00-00
14132,025-00-00
14133,000-00-05
14134,035-02-18
14135,027-00-00
14136,036-00-00
14137,060-00-00
14138,081-02-03
14139,029-00-00
14140,072-05-29
14141,017-04-00
14142,029-00-00
14143,031-00-00
14144,027-00-00
14145,019-00-00
14146,000-10-27
14147,006-07-26
14148,046-00-00
14149,029-00-00
14150,021-00-00
14152,022-00-00
14154,014-00-00
14155,N
14156,022-00-00
14157,028-00-00
14158,045-00-00
14159,N
14160,085-00-00
14161,060-00-00
14162,031-00-00
14163,N
14164,062-00-00
14165,026-00-00
14166,N
14167,053-01-20
14168,033-00-00
14169,N
14170,002-00-00
14171,N
14172,004-03-10
14173,024-00-00
14174,039-00-00
14175,004-10-03
14176,000-00-08
14177,028-00-00
14178,N
14179,000-00-00
14180,016-08-08
14181,001-05-00
14182,001-01-00
14183,076-00-00
14184,008-09-02
14185,000-00-00
14186,075-00-00
14187,072-00-00
14188,075-00-00
14189,044-10-00
14190,004-00-00
14191,077-00-00
14192,074-00-00
14193,060-00-00
14194,002-11-14
14195,002-02-22
14196,000-00-00
14197,075-00-00
14198,055-00-00
14199,036-00-00
14200,000-00-10
14201,000-00-00
14202,027-00-00
14203,037-00-00
14204,085-00-00
14205,048-06-00
14206,076-00-00
14207,000-00-00
14208,000-00-00
14209,000-00-00
14210,079-00-00
14211,048-03-00
14212,071-00-00
14213,000-00-00
14214,067-00-00
14215,010-00-00
14216,070-03-08
14217,025-00-00
14218,N
14219,001-00-09
14220,027-05-14
14221,002-01-00
14222,071-00-00
14223,077-00-00
14224,000-06-23
14225,000-00-00
14226,077-00-00
14227,000-00-00
14228,006-04-16
14229,083-00-00
14230,018-00-00
14231,000-09-14
14232,035-00-00
14233,071-00-00
14234,038-00-00
14235,060-04-11
14236,026-07-22
14237,082-00-00
14238,075-00-00
14239,000-00-01
14240,061-03-19
14241,026-00-26
14242,026-00-00
14243,002-00-24
14244,084-00-00
14245,065-00-00
14246,080-00-00
14247,052-01-25
14248,000-04-00
14249,084-00-00
14250,090-90-0
14251,000-00-00
14252,001-08-14
14253,000-00-00
14254,000-00-00
14255,081-00-00
14256,081-06-23
14257,000-00-07
14258,062-01-01
14259,001-08-00
14260,090-05-00
14261,000-00-00
14262,000-00-00
14263,001-11-00
14264,063-08-09
14265,062-00-00
14266,088-00-00
14267,079-00-00
14268,000-00-00
14269,086-09-13
14270,000-00-00
14271,077-00-00
14272,035-01-13
14273,049-00-00
14274,N
14275,027-00-00
14276,N
14277,008-11-18
14278,000-00-00
14279,064-09-23
14280,024-00-00
14281,019-01-16
14282,001-04-18
14283,022-00-00
14284,079-00-00
14285,047-10-09
14286,072-09-24
14287,080-00-00
14288,061-05-13
14289,070-09-02
14290,038-16-26
14291,045-00-00
14292,034-00-00
14293,037-00-00
14294,N
14295,021-00-00
14296,035-00-00
14297,086-00-00
14298,N
14299,N
14300,074-08-24
14301,081-00-00
14302,017-08-00
14303,036-09-04
14304,021-00-00
14305,067-08-13
14306,047-05-17
14307,018-00-00
14308,017-00-00
14309,021-00-00
14310,014-08-06
14311,N
14312,023-02-12
14313,018-00-00
14314,026-00-00
14315,029-00-00
14316,014-00-00
14317,024-00-00
14318,035-02-05
14319,N
14320,000-11-00
14321,075-04-26
14322,082-00-00
14323,000-11-00
14324,066-00-00
14325,076-06-16
14326,056-03-04
14327,073-11-23
14328,060-00-00
14329,073-00-00
14330,078-00-00
14331,086-00-00
14332,063-00-00
14333,035-00-00
14334,003-00-00
14335,083-00-00
14336,073-03-17
14337,073-01-17
14338,080-00-00
14339,042-00-00
14340,078-06-29
14341,000-14-00
14342,060-00-00
14343,027-00-00
14344,N
14345,049-02-03
14346,026-00-00
14347,000-00-25
14348,002-02-02
14349,085-00-00
14350,072-00-00
14351,005-10-18
14352,001-02-24
14353,N
14354,000-01-14
14355,026-00-00
14356,N
14357,076-01-26
14358,079-04-23
14359,053-00-00
14360,079-00-00
14361,040-00-00
14362,079-00-00
14363,065-00-00
14364,039-00-00
14365,044-00-00
14366,083-00-20
14367,N
14368,025-10-16
14369,021-02-14
