pkoakwood,yearsmonthsdays
1738,003-00-00
1739,027-00-00
1740,013-00-00
1741,037-00-00
1742,000-00-02
1743,Blank
1744,030-00-00
1745,054-00-00
1746,001-02-00
1747,019-00-00
1748,000-00-21
1749,040-00-00
1750,000-00-00
1751,Blank
1752,000-08-00
1753,000-09-11
1754,018-00-00
1755,027-00-00
1756,Blank
1757,002-00-00
1758,064-00-00
1759,000-03-00
1760,039-00-00
1761,061-00-00
1762,028-00-00
1763,000-00-00
1764,000-00-00
1765,Blank
1766,040-00-00
1767,050-00-00
1768,035-00-00
1769,058-00-00
1770,001-03-06
1771,003-06-00
1772,Blank
1773,072-00-00
1774,Blank
1775,025-00-00
1776,044-00-00
1777,000-01-14
1778,023-00-00
1779,003-00-00
1780,
1781,012-00-00
1782,000-06-00
1783,000-00-00
1784,000-00-00
1785,000-06-00
1786,000-07-00
1787,000-11-00
1788,002-00-00
1789,028-00-00
1790,035-00-00
1791,017-00-00
1792,000-00-01
1793,057-00-00
1794,Blank
1795,020-00-00
1796,000-00-21
1797,000-00-00
1798,Blank
1799,000-08-00
1800,
1801,053-00-00
1802,000-00-03
1803,035-00-00
1804,000-00-03
1805,001-05-00
1806,016-00-00
1807,033-00-00
1808,000-04-00
1809,Blank
1810,009-00-00
1811,000-01-20
1812,000-00-00
1813,005-00-00
1814,000-07-00
1815,000-07-00
1816,000-06-25
1817,023-00-00
1818,000-05-00
1819,000-05-00
1820,000-03-00
1821,000-05-00
1822,023-00-00
1823,000-00-25
1824,000-02-00
1825,Blank
1826,045-00-00
1827,000-03-00
1828,004-06-00
1829,000-09-00
1830,Blank
1831,001-07-06
1832,001-03-00
1833,000-00-00
1834,000-02-00
1835,000-00-22
1836,
1837,040-00-00
1838,000-04-00
1839,053-00-00
1840,002-00-00
1841,018-00-00
1842,000-08-00
1843,000-00-06
1844,007-00-00
1845,036-00-00
1846,001-02-00
1847,000-08-00
1848,073-00-00
1849,037-00-00
1850,000-00-05
1851,050-00-00
1852,Blank
1853,Blank
1854,031-00-00
1855,000-08-00
1856,000-03-12
1857,000-06-00
1858,001-03-00
1859,065-00-00
1860,Blank
1861,028-00-00
1862,000-04-00
1863,012-00-00
1864,Blank
1865,031-00-00
1866,090-00-00
1867,050-00-00
1868,028-00-00
1869,073-00-00
1870,083-03-00
1871,010-00-00
1872,020-00-00
1873,000-03-00
1874,000-00-07
1875,001-00-14
1876,002-00-00
1877,000-08-00
1878,037-00-00
1879,000-14-00
1880,032-00-00
1881,004-00-00
1882,042-00-00
1883,002-00-00
1884,079-00-00
1885,006-00-00
1886,041-00-00
1887,000-00-01
1888,002-00-00
1889,000-03-00
1890,000-01-14
1891,023-00-00
1892,001-04-00
1893,030-00-00
1894,074-10-18
1895,034-00-00
1896,064-00-00
1897,001-05-00
1898,031-00-00
1899,002-02-02
1900,002-11-02
1901,000-11-00
1902,005-00-00
1903,059-00-00
1904,000-00-00
1905,024-00-00
1906,001-00-00
1907,030-00-00
1908,085-00-00
1909,000-00-00
1910,016-00-00
1911,000-06-00
1912,022-00-00
1913,Blank
1914,048-00-00
1915,001-00-00
1916,000-06-00
1917,068-06-00
1918,Blank
1919,022-00-00
1920,001-00-00
1921,Blank
1922,020-00-00
1923,035-00-00
1924,059-00-00
1925,001-06-00
1926,022-00-00
1927,027-00-00
1928,050-00-00
1929,035-00-00
1930,000-07-00
1931,Blank
1932,050-00-00
1933,001-04-00
1934,035-08-12
1935,070-00-00
1936,016-00-00
1937,028-00-00
1938,022-00-00
1939,022-00-00
1940,Blank
1941,001-04-00
1942,000-00-07
1943,031-00-00
1944,022-00-00
1945,047-00-00
1946,000-11-16
1947,000-06-00
1948,031-08-00
1949,000-06-00
1950,064-00-00
1951,000-10-00
1952,004-06-00
1953,Blank
1954,001-03-03
1955,060-00-00
1956,000-00-00
1957,001-03-00
1958,000-00-09
1959,003-00-00
1960,009-00-00
1961,000-00-06
1962,024-00-00
1963,001-00-00
1964,001-05-00
1965,000-08-00
1966,048-00-00
1967,000-00-04
1968,001-02-00
1969,002-06-00
1970,001-00-17
1971,020-00-00
1972,013-00-00
1973,046-00-00
1974,Blank
1976,000-08-00
1977,001-03-00
1978,000-00-09
1979,000-05-00
1980,035-00-00
1981,001-03-00
1982,Blank
1983,034-00-00
1984,000-01-15
1985,002-04-00
1986,Blank
1987,078-00-00
1988,028-00-00
1989,000-06-00
1990,018-00-00
1991,Blank
1992,000-10-00
1993,037-00-00
1994,001-03-00
1995,002-06-00
1996,Blank
1997,049-00-00
1998,027-00-00
1999,Blank
2000,032-00-00
2001,Blank
2002,050-00-00
2003,000-00-00
2004,057-00-00
2005,000-00-00
2006,058-00-00
2007,001-02-00
2008,Blank
2009,Blank
2010,016-09-00
2011,000-00-00
2012,063-00-00
2013,055-00-00
2014,Blank
2015,003-00-00
2016,000-10-00
2017,031-00-00
2018,001-06-00
2019,000-03-00
2020,000-00-01
2021,037-00-00
2022,002-00-00
2023,000-00-00
2024,060-00-00
2025,Blank
2026,000-00-05
2027,090-00-00
2028,000-00-00
2029,049-00-00
2030,050-00-00
2031,000-00-04
2032,000-04-00
2033,019-00-00
2034,040-00-00
2035,055-00-00
2036,028-00-00
2037,058-00-00
2038,000-03-00
2039,034-00-00
2040,000-00-00
2041,042-00-00
2042,000-02-00
2043,Blank
2044,000-00-00
2045,022-00-00
2046,000-00-00
2047,000-07-00
2048,025-00-00
2049,Blank
2050,058-00-00
2051,004-00-00
2052,026-00-00
2053,Blank
2054,000-00-00
2055,004-00-00
2056,046-00-00
2057,068-00-00
2058,063-00-00
2059,037-00-00
2060,034-00-00
2061,000-05-02
2062,054-00-00
2063,Blank
2064,043-00-00
2065,079-00-00
2066,013-00-00
2067,005-00-00
2068,062-00-00
2069,050-00-00
2070,Blank
2071,045-00-00
2072,000-00-00
2073,001-00-00
2074,035-00-00
2075,024-00-00
2076,000-00-00
2077,039-00-00
2078,060-00-00
2079,031-00-00
2080,000-00-10
2081,000-00-00
2082,000-03-00
2083,000-00-00
2084,043-00-00
2085,040-06-00
2086,045-00-00
2087,025-00-00
2088,025-00-00
2089,005-00-00
2090,033-00-00
2091,029-00-00
2092,000-00-00
2093,Blank
2094,072-00-00
2095,Blank
2096,022-00-00
2097,001-00-00
2098,000-04-00
2099,060-00-00
2100,Blank
2101,000-04-00
2102,049-00-00
2103,048-00-00
2104,000-08-00
2105,000-04-00
2106,069-00-00
2107,Blank
2108,018-00-00
2109,045-00-00
2110,000-00-14
2111,022-00-00
2112,017-00-00
2113,000-01-14
2114,017-00-00
2115,000-05-00
2116,001-00-00
2117,070-00-00
2118,000-05-00
2119,003-00-00
2120,030-00-00
2121,068-00-00
2122,033-00-00
2123,000-06-00
2124,001-03-00
2125,000-06-00
2126,Blank
2127,025-00-00
2128,000-00-10
2129,000-01-02
2130,022-00-00
2131,001-00-00
2132,Blank
2133,000-04-00
2134,049-06-00
2135,000-00-04
2136,032-00-00
2137,000-00-14
2138,007-00-00
2139,018-00-00
2140,Blank
2141,Blank
2142,000-05-00
2143,021-00-00
2144,000-09-00
2145,000-00-15
2146,000-03-00
2147,021-00-00
2148,050-00-00
2149,000-01-08
2150,Blank
2151,000-06-00
2152,Blank
2153,Blank
2154,Blank
2155,000-00-15
2156,Blank
2157,028-00-00
2158,034-00-00
2159,040-00-00
2160,000-00-00
2161,010-00-00
2162,027-00-00
2163,Blank
2164,003-00-00
2165,000-00-00
2166,030-00-00
2167,Blank
2168,000-01-00
2169,040-00-00
2170,000-00-00
2171,029-00-00
2172,Blank
2173,000-09-00
2174,060-00-00
2175,018-00-00
2176,001-02-00
2177,000-00-05
2178,000-00-00
2179,000-00-06
2180,040-00-00
2181,054-00-00
2182,030-00-00
2183,001-00-00
2184,000-06-00
2185,046-00-00
2186,011-00-00
2187,001-10-00
2188,032-00-00
2189,027-00-00
2190,015-00-00
2191,055-00-00
2192,028-00-00
2193,N
2194,003-06-00
2195,067-00-00
2196,004-00-00
2197,002-00-00
2198,000-07-00
2199,N
2200,000-02-00
2201,051-00-00
2202,000-00-08
2203,000-00-06
2204,000-00-00
2205,Blank
2206,000-00-00
2207,036-00-00
2208,000-02-00
2209,000-00-00
2210,Blank
2211,000-00-00
2212,002-00-00
2213,006-00-00
2214,Blank
2215,Blank
2216,051-00-00
2217,000-07-00
2218,035-00-00
2219,036-00-00
2220,001-01-00
2221,001-02-00
2222,002-06-00
2223,005-00-00
2224,040-00-00
2225,077-00-00
2226,037-00-00
2227,011-00-00
2228,067-00-00
2229,000-11-00
2230,000-03-00
2231,Blank
2232,Blank
2233,019-00-00
2234,000-00-06
2235,000-06-00
2236,002-00-00
2237,030-00-00
2238,000-07-00
2239,046-00-00
2240,030-00-00
2241,012-00-00
2242,040-00-00
2243,020-00-00
2244,000-10-00
2245,000-07-00
2246,043-00-00
2247,039-00-00
2248,073-00-00
2249,000-10-00
2250,060-00-00
2251,003-00-00
2252,000-05-00
2253,033-00-00
2254,042-00-00
2255,000-00-00
2256,029-00-00
2257,000-00-10
2258,074-00-00
2259,060-00-00
2260,022-00-00
2261,Blank
2262,028-00-00
2263,000-09-00
2264,000-03-00
2265,000-00-00
2266,032-00-00
2267,027-00-00
2268,000-00-00
2269,075-00-00
2270,046-00-00
2271,002-00-00
2272,001-06-00
2273,090-00-00
2274,017-00-00
2275,045-00-00
2276,Blank
2277,054-00-00
2278,040-00-00
2279,000-02-00
2280,036-00-00
2281,018-00-00
2282,031-00-00
2283,061-00-00
2284,053-00-00
2285,030-00-00
2286,005-00-00
2287,033-00-00
2288,002-00-00
2289,043-00-00
2290,000-00-08
2291,028-00-00
2292,000-00-12
2293,025-00-00
2294,000-00-00
2295,000-00-00
2296,000-06-00
2297,000-09-00
2298,070-00-00
2299,000-02-14
2300,075-00-00
2301,026-00-00
2302,023-00-00
2303,001-08-00
2304,001-00-00
2305,029-02-00
2306,029-00-00
2307,054-00-00
2308,001-09-00
2309,Blank
2310,000-00-24
2311,100-00-00
2312,040-00-00
2313,000-02-00
2314,000-00-10
2315,045-00-00
2316,071-00-00
2317,000-03-00
2318,025-00-00
2319,006-00-00
2320,035-00-00
2321,032-00-00
2322,085-00-00
2323,000-00-00
2324,002-00-00
2325,Blank
2326,027-01-28
2327,041-00-00
2328,028-00-00
2329,033-00-00
2330,035-00-00
2331,000-00-00
2332,000-00-00
2333,000-07-00
2334,040-00-00
2335,000-03-00
2336,014-00-00
2337,000-00-00
2338,058-00-00
2339,Blank
2340,019-00-00
2341,078-00-00
2342,Blank
2343,060-00-00
2344,001-05-00
2345,015-00-00
2346,000-01-15
2347,000-11-00
2348,074-00-00
2349,000-00-00
2350,000-06-00
2351,000-02-00
2352,060-00-00
2353,064-00-00
2354,001-09-00
2355,Blank
2356,056-08-00
2357,Blank
2358,021-00-00
2359,000-02-00
2360,068-00-00
2361,000-09-00
2362,005-05-00
2363,000-09-00
2364,002-00-00
2365,000-02-00
2366,058-00-00
2367,000-06-00
2368,056-00-00
2369,000-00-00
2370,001-00-03
2371,017-00-00
2372,001-06-00
2373,000-02-00
2374,000-00-07
2375,000-06-00
2376,004-00-00
2377,000-00-00
2378,000-00-00
2379,038-00-00
2380,000-00-21
2381,001-00-00
2382,058-00-00
2383,000-02-00
2384,045-00-00
2385,001-06-00
2386,016-00-00
2387,053-00-00
2388,045-00-00
2389,013-00-00
2390,043-00-00
2391,026-00-00
2392,000-00-00
2393,Blank
2394,000-00-00
2395,048-00-00
2396,000-04-00
2397,Blank
2398,000-00-21
2399,056-00-00
2400,000-00-01
2401,000-00-00
2402,000-01-02
2403,058-00-00
2404,032-00-00
2405,000-00-00
2406,000-00-14
2407,000-00-12
2408,021-00-00
2409,000-07-07
2410,000-02-00
2411,000-00-21
2412,000-00-00
2413,001-06-00
2414,072-00-00
2415,000-01-14
2416,000-01-15
2417,000-00-15
2418,001-04-00
2419,000-00-11
2420,005-11-00
2421,002-00-00
2422,006-06-00
2423,000-11-00
2424,001-00-00
2425,Blank
2426,001-06-00
2427,054-00-00
2428,001-00-00
2429,008-00-00
2430,000-00-00
2431,003-00-00
2432,068-00-00
2433,058-00-00
2434,001-00-00
2435,000-04-00
2436,040-00-00
2437,025-00-00
2438,000-01-00
2439,065-00-00
2440,001-03-00
2441,007-00-00
2442,045-00-00
2443,000-00-00
2444,000-00-07
2445,038-00-00
2446,058-00-00
2447,000-00-00
2448,045-00-00
2449,000-00-00
2450,001-01-00
2451,001-11-00
2452,000-00-06
2453,000-00-08
2454,001-06-00
2455,000-00-00
2456,000-00-00
2457,000-07-00
2458,000-00-12
2459,000-00-00
2460,000-00-07
2461,000-00-14
2462,012-00-00
2463,Blank
2464,040-00-00
2465,041-00-00
2466,080-00-00
2467,002-06-00
2468,000-03-00
2469,027-00-00
2470,000-03-00
2471,000-01-00
2472,000-01-00
2473,024-00-00
2474,000-00-00
2475,000-03-00
2476,043-00-00
2477,053-00-00
2478,004-00-00
2479,000-00-00
2480,042-00-00
2481,000-00-00
2482,000-00-00
2483,000-04-00
2484,028-00-00
2485,000-00-00
2486,Blank
2487,038-00-00
2488,090-00-00
2489,000-05-00
2490,000-00-12
2491,019-00-00
2492,032-00-00
2493,032-00-00
2494,002-09-00
2495,075-00-00
2496,075-00-00
2497,001-01-00
2498,000-10-00
2499,000-10-00
2500,080-00-00
2501,000-06-00
2502,000-05-00
2503,Blank
2504,025-00-00
2505,020-00-00
2506,050-00-00
2507,000-10-00
2508,068-00-00
2509,023-00-00
2510,040-00-00
2511,000-00-07
2512,000-00-24
2513,000-00-21
2514,017-00-00
2515,000-00-00
2516,000-06-00
2517,000-01-00
2518,071-00-00
2519,002-06-00
2520,040-00-00
2521,002-00-00
2522,000-05-00
2523,055-00-00
2524,052-00-00
2525,000-02-15
2526,000-00-00
2527,050-00-00
2528,046-00-00
2529,079-00-00
2530,017-00-00
2531,000-01-00
2532,025-00-00
2533,000-00-10
2534,059-00-00
2535,050-00-00
2536,000-05-00
2537,Blank
2538,070-00-00
2539,001-02-00
2540,079-00-00
2541,035-00-00
2542,030-00-00
2543,020-00-00
2544,041-00-00
2545,000-00-00
2546,031-06-00
2547,000-00-00
2548,000-00-08
2549,003-06-00
2550,000-00-00
2551,000-00-00
2552,037-00-00
2553,071-00-00
2554,053-00-00
2555,Blank
2556,000-00-00
2557,055-00-00
2558,Blank
2559,Blank
2560,036-00-00
2561,049-00-00
2562,035-00-00
2563,027-00-00
2564,000-00-00
2565,043-00-00
2566,078-00-00
2567,000-00-03
2568,000-00-00
2569,Blank
2570,076-00-00
2571,055-00-00
2572,055-00-00
2573,035-00-00
2574,023-00-00
2575,062-00-00
2576,055-00-00
2577,Blank
2578,056-00-00
2579,000-04-00
2580,Blank
2581,060-00-00
2582,007-00-00
2583,Blank
2584,035-00-00
2585,
2586,Blank
2587,000-00-03
2588,000-00-05
2589,030-00-00
2590,080-00-00
2591,000-08-00
2592,030-00-00
2593,060-00-00
2594,000-00-00
2595,070-00-00
2596,070-00-00
2597,001-04-00
2598,000-00-00
2599,016-00-00
2600,000-00-00
2601,041-00-00
2602,000-10-00
2603,000-00-00
2604,001-09-00
2605,075-00-00
2606,071-00-00
2607,Blank
2608,000-06-00
2609,000-04-00
2610,000-03-00
2611,000-04-00
2612,025-00-00
2613,025-00-00
2614,073-00-00
2615,022-00-00
2616,003-00-00
2617,035-00-00
2618,001-01-00
2619,000-02-14
2620,000-08-00
2621,002-03-10
2622,030-00-00
2623,003-00-00
2624,Blank
2625,017-00-00
2626,001-06-03
2627,085-00-00
2628,059-00-00
2629,000-07-00
2630,001-00-00
2631,035-00-00
2632,024-00-00
2633,000-07-00
2634,007-00-00
2635,000-06-00
2636,065-00-00
2637,001-06-00
2638,000-00-07
2639,014-00-00
2640,001-04-00
2641,067-00-00
2642,001-03-00
2643,073-00-00
2644,043-00-00
2645,042-00-00
2646,021-00-00
2647,040-00-00
2648,050-00-00
2649,021-00-00
2650,000-04-00
2651,000-00-00
2652,000-07-00
2653,000-00-00
2654,030-00-00
2655,000-02-00
2656,000-04-06
2657,013-00-00
2658,001-04-00
2659,Blank
2660,000-07-00
2661,001-06-00
2662,Blank
2663,041-00-00
2664,001-07-00
2665,Blank
2666,000-00-00
2667,034-00-00
2668,001-09-00
2669,000-00-06
2670,000-09-00
2671,070-00-00
2672,010-00-00
2673,001-06-00
2674,000-00-05
2675,002-00-00
2677,000-07-00
2678,Blank
2679,010-00-00
2680,011-00-00
2681,032-00-00
2682,001-06-00
2683,020-00-00
2684,001-03-00
2685,000-00-05
2686,002-02-00
2687,062-00-00
2688,Blank
2689,001-08-00
2690,018-00-00
2691,115-00-00
2692,Blank
2693,000-04-00
2694,Blank
2695,085-00-00
2696,Blank
2697,000-00-01
2698,011-00-15
2699,034-00-00
2700,000-07-00
2701,001-01-00
2702,041-00-00
2703,075-00-00
2704,001-00-00
2705,000-01-06
2706,021-00-00
2707,002-00-00
2708,075-00-00
2709,025-00-00
2710,054-00-00
2711,043-00-00
2712,017-00-00
2713,000-01-00
2714,001-09-00
2715,060-00-00
2716,060-00-00
2717,Blank
2718,038-00-00
2719,000-02-00
2720,030-00-00
2721,035-00-00
2722,042-00-00
2723,000-06-00
2724,000-06-00
2725,045-00-00
2726,000-00-08
2727,007-06-01
2728,038-00-00
2729,000-00-00
2730,000-00-07
2731,001-07-00
2732,000-00-00
2733,024-00-00
2734,019-00-00
2735,000-00-09
2736,052-00-00
2737,050-00-00
2738,002-00-00
2739,024-00-00
2740,040-00-00
2741,001-00-00
2742,001-01-00
2743,068-00-00
2744,000-08-00
2745,001-01-00
2746,000-06-00
2747,050-00-00
2748,000-00-00
2749,059-00-00
2750,000-11-00
2751,046-00-00
2752,000-00-00
2753,020-00-00
2754,000-00-00
2755,000-04-01
2756,007-04-00
2757,000-10-00
2758,044-00-00
2759,008-00-00
2760,014-00-00
2761,001-09-00
2762,051-00-00
2763,045-00-00
2764,020-00-00
2765,012-00-00
2766,007-00-00
2767,025-00-00
2768,Blank
2769,063-00-00
2770,035-00-00
2771,030-00-00
2772,022-00-00
2773,000-04-00
2774,000-00-14
2775,000-03-00
2776,000-00-05
2777,000-02-00
2778,000-03-00
2779,000-00-06
2780,000-02-00
2781,000-08-00
2782,045-00-00
2783,016-00-00
2784,070-00-00
2785,001-05-00
2786,002-00-00
2787,009-00-00
2788,060-00-00
2789,004-00-00
2790,002-02-00
2791,000-05-00
2792,016-00-00
2793,Blank
2794,000-00-00
2795,Blank
2796,008-00-00
2797,002-00-00
2798,031-00-00
2799,061-00-00
2800,000-00-08
2801,002-00-00
2802,Blank
2803,005-00-00
2804,011-00-00
2805,029-00-00
2806,001-00-00
2807,011-00-00
2808,021-00-00
2809,021-00-00
2810,000-00-00
2811,002-00-00
2812,006-00-00
2813,000-00-00
2814,Blank
2815,005-00-00
2816,008-00-00
2817,Blank
2818,022-00-00
2819,000-00-00
2820,Blank
2821,Blank
2822,Blank
2823,Blank
2824,000-00-00
2825,000-00-00
2826,050-00-00
2827,031-00-00
2828,029-00-00
2829,052-00-00
2830,030-00-00
2831,028-00-00
2832,052-00-00
2833,Blank
2834,055-00-00
2835,021-00-00
2836,021-00-00
2837,040-00-00
2838,056-00-00
2839,041-00-00
2840,025-00-00
2841,Blank
2842,000-00-00
2843,000-00-10
2844,Blank
2845,004-00-00
2846,028-00-00
2847,030-00-00
2848,000-00-00
2849,026-00-00
2850,040-00-00
2851,038-00-00
2852,025-00-00
2853,000-00-05
2854,003-00-00
2855,039-00-00
2856,002-04-00
2857,000-01-14
2858,Blank
2859,002-06-00
2860,039-00-00
2861,000-00-12
2862,052-00-00
2863,000-03-00
2864,034-00-00
2865,042-00-00
2866,001-07-00
2867,030-00-00
2868,000-01-06
2869,050-00-00
2870,000-00-18
2871,004-00-00
2872,Blank
2873,Blank
2874,052-00-00
2875,000-03-00
2876,032-00-00
2877,000-00-05
2878,000-09-00
2879,001-06-00
2880,050-00-00
2881,000-04-00
2882,011-00-00
2883,045-00-00
2884,012-00-00
2885,Blank
2886,000-00-08
2887,Blank
2888,036-00-00
2889,020-06-00
2890,000-11-00
2891,000-03-00
2892,021-00-00
2893,000-06-00
2894,000-01-15
2895,000-00-00
2896,010-08-00
2897,080-00-00
2898,000-01-21
2899,000-00-09
2900,001-05-00
2901,000-00-09
2902,002-08-00
2903,048-00-00
2904,000-04-00
2905,003-00-00
2906,024-00-00
2907,001-03-00
2908,045-00-00
2909,060-00-00
2910,000-00-14
2911,084-02-00
2912,000-02-24
2913,058-00-00
2914,007-02-00
2915,032-00-00
2916,006-00-00
2917,026-00-00
2918,Blank
2919,001-04-00
2920,000-00-07
2921,001-06-00
2922,029-00-00
2923,000-00-00
2924,004-00-00
2925,057-03-13
2926,000-01-21
2927,000-06-00
2928,040-00-00
2929,076-00-00
2930,000-00-00
2931,041-06-00
2932,001-00-00
2933,000-04-14
2934,000-00-00
2935,029-06-19
2936,080-00-00
2937,018-00-00
2938,001-02-00
2939,003-09-00
2940,Blank
2941,054-00-00
2942,Blank
2943,058-00-00
2944,054-00-00
2945,040-00-00
2946,004-00-00
2947,001-01-00
2948,000-08-00
2949,000-03-00
2950,000-07-00
2951,Blank
2952,000-00-00
2953,002-07-00
2954,075-00-00
2955,000-60-14
2956,037-00-00
2957,000-00-00
2958,000-06-00
2959,026-00-00
2960,000-00-11
2961,N
2962,001-04-00
2963,000-03-00
2964,Blank
2965,001-03-00
2966,Blank
2967,021-00-00
2968,070-00-00
2969,007-00-00
2970,012-00-00
2971,N
2972,033-00-00
2973,000-00-06
2974,001-02-00
2975,010-00-00
2976,025-00-00
2977,Blank
2978,032-00-00
2979,001-09-00
2980,070-00-00
2981,065-00-00
2982,000-11-00
2983,022-00-00
2984,000-08-00
2985,001-06-00
2986,033-00-00
2987,000-06-00
2988,002-01-00
2989,010-00-00
2990,024-11-00
2991,000-08-00
2992,000-00-00
2993,022-00-00
2994,005-00-00
2995,000-00-10
2996,000-08-00
2997,000-00-00
2998,Blank
2999,000-00-00
3000,000-05-00
3001,Blank
3002,067-00-00
3003,035-00-00
3004,017-00-00
3005,Blank
3006,001-02-00
