pkoakwood,whereburied
1121,Mexican grounds
1122,New grave yard 42
1123,new cemetery
1124,"Historic ""Colored Grounds"""
1125,
1126,"Historic ""Colored Grounds"" 44"
1127,"lot No 353, west half"
1128,
1129,"Historic ""Colored Grounds"" 44"
1130,new cemetery in A. Eanes lot
1131,new cemetery in family lot
1132,"Historic ""Colored Grounds"" 45"
1133,new cemetery on lot No 379 of A. Eanes
1134,new cemetery on lot No 379 of A. Eanes
1135,Blind Asylum lot
1136,strangers grounds
1137,"Historic ""Colored Grounds"" 46"
1138,"Historic ""Colored Grounds"" 47"
1139,Mexican grounds
1140,strangers grounds
1141,New burial grounds 48
1142,new cemetery in A. Eanes lot
1143,"Historic ""Colored Grounds"" 49"
1144,new grave yard on lot No 369
1145,"Historic ""Colored Grounds"" 50"
1146,
1147,new grave yard on A. J. Hamilton lot
1148,old cemetery ground
1149,"Historic ""Colored Grounds"" 51"
1150,new grave yard
1151,new grave yard W 1/2 lot No 355 NW cor
1152,family lot
1153,new cemetery single grave lot No 369
1154,new cemetery fractional lot No 17
1155,
1156,Mexican Grounds
1157,
1158,new cemetery in A. Eanes lot single grave
1159,
1160,
1161,old grave yard
1162,Mexican grounds
1163,new cemetery in J. H. Robison lot
1164,new cemetery on A. Eanes lot
1165,Mexican grave yards
1166,"Historic ""Colored Grounds"" 54"
1167,new cemetery in family lot
1168,"Historic ""Colored Grounds"" 55"
1169,new cemetery lot No 369
1170,new cemetery lot No 369
1171,"Historic ""Colored Grounds"" 56"
1172,Mexican burying grounds
1173,new cemetery
1174,new cemetery
1175,new cemetery
1176,new cemetery
1177,new cemetery
1178,new cemetery
1179,new cemetery
1180,Mexican Grounds
1181,
1182,old cemetery family lot
1183,
1184,
1185,
1186,old grave yard in family lot
1187,new grave yard
1188,new grave yard
1189,"Historic ""Colored Grounds"" 57"
1190,
1191,"Historic ""Colored Grounds"" 58"
1192,new cemetery
1193,
1194,"Historic ""Colored Grounds"" 59"
1195,
1196,Strangers Grounds
1197,new cemetery
1198,new cemetery
1199,"Historic ""Colored Grounds"""
1200,Strangers Grounds
1201,new cemetery
1202,new cemetery
1203,"Historic ""Colored Grounds"""
1204,"Historic ""Colored Grounds"""
1205,Mexican grounds
1206,Mexican grounds
1207,new cemetery in J.P. Harrel lot
1208,"Historic ""Colored Grounds"""
1209,"Historic ""Colored Grounds"""
1210,Mexican grounds
1211,new cemetery single grave A.Eanes lot
1212,
1213,
1214,
1215,
1216,
1217,new cemetery in A. Eanes lot
1218,new cemetery
1219,new cemetery
1220,new cemetery
1221,strangers grounds
1222,new cemetery
1223,
1224,new grave yard
1225,"Historic ""Colored Grounds"""
1226,new cemetery
1227,strangers grounds
1228,new cemetery
1229,"Historic ""Colored Grounds"""
1230,old cemetery
1231,
1232,old grave yard W side A. Eanes lot
1233,Mexican grounds
1234,
1235,"Historic ""Colored Grounds"""
1236,
1237,
1238,"Historic ""Colored Grounds"""
1239,
1240,
1241,strangers grounds
1242,"Historic ""Colored Grounds"""
1243,old cemetery
1244,new cemetery on family lot
1245,"Historic ""Colored Grounds"""
1246,strangers grounds
1247,"Historic ""Colored Grounds"""
1248,"Historic ""Colored Grounds"""
1249,new cemetery
1250,"Historic ""Colored Grounds"""
1251,"Historic ""Colored Grounds"""
1252,
1253,new cemetery
1254,new cemetery
1255,
1256,
1257,"Historic ""Colored Grounds"""
1258,
1259,"Historic ""Colored Grounds"""
1260,disinterred and removed to cemetery lot
1261,old cemetery family lot of Mrs. Carr
1262,strangers grounds
1263,new cemetery
1264,
1265,
1266,Mexican grounds
1267,"Historic ""Colored Grounds"""
1268,"Historic ""Colored Grounds"""
1269,new grave yard qt block No 359
1270,strangers grounds
1271,
1272,strangers grounds
1273,new grave yard in family lot
1274,
1275,new cemetery lot
1276,new grave yard in A. Eanes lot
1277,"Historic ""Colored Grounds"" in family lot"
1278,new cemetery in family lot
1279,new grave yard
1280,strangers grounds
1281,strangers grounds
1282,strangers grounds
1283,new cemetery lot 377
1284,new cemetery lot 395
1285,Colored ground No 81
1286,Colored ground No 52
1287,Colored ground No 16
1288,on A. Eanes lot
1289,new cemetery lot 395
1290,Strangers Grounds
1291,Mexican grounds
1292,Strangers Grounds
1293,
1294,new cemetery lot 395
1295,Colored ground lot 68
1296,new cemetery lot 370
1297,
1298,A. Dietrichs lot No 263
1299,Strangers Grounds
1300,old cemetery No 2
1301,Colored Grounds
1302,new cemetery lot 186
1303,old cemetery ground No 7
1304,new cemetery lot 395
1305,Colored Grounds
1306,Strangers Grounds
1307,
1308,new cemetery No 395
1309,Strangers Grounds
1310,new cemetery lot No 373
1311,Colored Grounds
1312,Colored Grounds
1313,Colored ground lot 88
1314,Strangers Grounds
1315,familie lot 378
1316,Strangers Grounds
1317,Colored ground lot 87
1318,familie lot 296
1319,Colored ground lot 76
1320,Colored ground lot 31
1321,Colored ground lot 30
1322,familie lot 354
1323,Mexican Grounds
1324,Colored ground lot 78
1325,Mexican Grounds
1326,Strangers Grounds
1327,Colored ground lot  58
1328,familie lot 380
1329,old grave yard  corner lot
1330,city lot Colored ground No 82
1331,familie lot 377
1332,familie lot No 59
1333,
1334,familie lot 80
1335,city lot Colored ground n o 82
1336,
1337,familie lot No 142
1338,familie lot Colored ground 158
1339,familie lot 71
1340,Strangers Grounds
1341,
1342,familie lot 141
1343,Strangers Grounds
1344,Colored ground lot 158
1345,familie lot 296
1346,familie lot 295
1347,
1348,Mexican Grounds
1349,familie lot 343
1350,Mexican Grounds
1351,
1352,familie lot 5
1353,familie lot 249
1354,familie lot  378
1355,familie lor 324
1356,
1357,
1358,stranger ground grave by city
1359,Colored ground city lot 82
1360,
1361,lot  394
1362,Colored ground city lot 82
1363,familie lot 380
1364,Colored Grounds
1365,
1366,Strangers Grounds
1367,Colored ground city lot 87
1368,Colored ground lot 110
1369,Strangers Grounds
1370,colored ground city lot 82
1371,
1372,
1373,familie lot 302
1374,Strangers Grounds
1375,Colored ground lot 51
1376,Strangers Grounds
1377,familie lot No 270
1378,familie lot No 265
1379,Colored ground lot No 133
1380,famiie lot No 377
1381,
1382,Colored ground No 30
1383,familie lot No 351
1384,familie lot No 393
1385,Strangers Grounds
1386,Colored ground No 158
1387,Strangers Grounds
1388,Strangers Grounds
1389,Strangers Grounds
1390,Mexican Grounds
1391,Mexican Grounds
1392,Strangers Grounds
1393,Strangers Grounds
1394,Mr. Strohmers lot  No 265
1395,
1396,famiie lot No 396
1397,
1398,Colored ground lot No 77
1399,familie lot No 394
1400,Colored ground No 1
1401,familie lot No 393
1402,familie lot No 265
1403,Colored ground No 103
1404,
1405,old grave yard
1406,Colored ground city loy 83
1407,Strangers Grounds
1408,
1409,Mexican Grounds
1410,
1411,Colored ground No 112
1412,Colored ground lot No 82
1413,familie lot No 380
1414,Colored ground No 3
1415,Strangers Grounds
1416,familie lot No 269
1417,familie lot No 142
1418,
1419,familie lot No 120
1420,
1421,Colored ground No 83
1422,Colored ground No 9
1423,lot No 212
1424,familie lot No 215
1425,city lot Colored ground No 82
1426,
1427,
1428,familie lot Colored ground No 138
1429,
1430,familie ground No 7
1431,Strangers Grounds
1432,lot No 215
1433,
1434,Mexican Grounds
1435,Mexican Grounds
1436,Colored Grounds
1437,Mexican Grounds
1438,
1439,Colored ground 138
1440,Colored ground  52
1441,familie lot 359
1442,familie lot  8
1443,city lot Colored ground 82
1444,city lot Colored ground 82
1445,familie lot Mr. Hartson 367
1446,Strangers Grounds
1447,familie lot No 215
1448,Mexican Grounds
1449,
1450,Colored ground city lot 81
1451,
1452,Mexican Grounds
1453,familie lot 315
1454,familie lot 379
1455,Strangers Grounds
1456,familie lot 15
1457,Strangers Grounds
1458,
1459,Colored ground 40
1460,"familie lot, Dr. Haney old grave yard"
1461,familie lot No 215
1462,Colored lot
1463,familie l ot of Eanes No 283
1464,Mexican Grounds
1465,familie lot 376
1466,Colored ground City lot 82
1467,Colored Grounds
1468,
1469,Mexican Grounds
1470,familie lot No 212
1471,
1472,familie lot No 183
1473,familie lot 1
1474,
1475,familie lot 394
1476,Mexican Grounds
1477,Strangers Grounds
1478,familie lot 289
1479,Colored ground City lot 82
1480,Colored ground City lot 82
1481,
1482,familie lot No 215
1483,Strangers Grounds
1484,Mexican Grounds
1485,lot 171
1486,Colored Grounds
1487,old grave yard No 8
1488,Colored ground No 1
1489,familie lot No 143
1490,Colored ground No 159
1491,Colored ground No 81
1492,familie lot No 393
1493,Colored ground No 82
1494,Colored ground No 82
1495,Strangers Grounds
1496,Colored Grounds
1497,old grave yard
1498,familie lot No 261
1499,Colored grave yard No 83
1500,old grave yard
1501,familie lot old grave yard
1502,Colored ground No 82
1503,Colored ground No 82
1504,Colored ground No 23
1505,Colored ground No 81
1506,
1507,Strangers Grounds
1508,familie lot No 317
1509,Colored ground No 82
1510,old grave yard
1511,familie lot No 28
1512,lot  No 317
1513,familie lot No 219
1514,Colored ground No 81
1515,Strangers Grounds
1516,Mexican Grounds
1517,famiie lot No 219
1518,
1519,Colored Grounds
1520,familie lot  No 315
1521,familie lot No 390
1522,familie lot No 297
1523,familie lot old grave yard
1524,old grave yard
1525,old grave yard
1526,familie lot No 278
1527,Colored ground No 98
1528,Old grave yard
1529,Familie lot No 261
1530,Familie lot No 260
1531,Familie lot No 73
1532,Old grave yard
1533,Familie lot No 341
1534,Familie lot No 380
1535,Colored Ground No 157
1536,
1537,Colored Grounds
1538,Familie lot No 216
1539,Colored Ground No 108
1540,Mexican Grounds
1541,
1542,Familie lot No 335
1543,Familie lot No 113
1544,Old grave yard
1545,Familie lot No 28
1546,Colored Ground No 51
1547,No 9
1548,Familie lot No 267
1549,Familie lot No 260
1550,Familie lot No 126
1551,Familie lot No 183
1552,Familie lot No 183
1553,Familie lot No 183
1554,Blind Asylum lot 167
1555,Colored Ground No 158
1556,Old grave yard
1557,Old grave yard
1558,
1559,Familie lot No 315
1560,Familie lot No 319
1561,Old grave yard
1562,Colored Ground No 83
1563,
1564,
1565,Familie lot No 380
1566,Colored Ground No 82
1567,Mexican Grounds
1568,
1569,Familie lot No 379
1570,Familie lot No 216
1571,Old grave yard
1572,Familie lot No 266
1573,Colored Ground No 84
1574,Familie lot No 213
1575,Colored Grounds
1576,Familie lot No 28
1577,Mexican Grounds
1578,Strangers Grounds
1579,Strangers Grounds
1580,Colored lot
1581,Colored lot No 3
1582,Mexican Grounds
1583,Colored Ground No 38
1584,Colored Grounds
1585,Colored Ground No 133
1586,Strangers Grounds
1587,Mexican Grounds
1588,Colored Ground No 82
1589,Colored Ground No 82
1590,Old Grave Yard
1591,
1592,
1593,Old grave yard
1594,Familie lot No 275
1595,
1596,
1597,Old grave yard
1598,Familie lot No 274
1599,Old grave yard
1600,Colored Grounds
1601,Strangers Grounds
1602,Colored Grounds
1603,Old grave yard
1604,Strangers Grounds
1605,Familie lot No 172
1606,lot No 394
1607,Old grave yard Familie lot
1608,Familie lot No 216
1609,Strangers Grounds
1610,Familie lot No 216
1611,
1612,Familie lot No 311
1613,Familie lot No 260
1614,Familie lot No 296
1615,
1616,Old grave yard
1617,Old grave yard
1618,Colored Ground lot 81
1619,Colored Ground lot 81
1620,Familie lot No 219
1621,Colored Ground lot 82
1622,Colored Ground lot 49
1623,
1624,Familie lot No 120
1625,Old grave yard
1626,Familie lot No 182
1627,Strangers Grounds
1628,
1629,Strangers Grounds
1630,Familie lot No 184
1631,Mexican Grounds
1632,Old grave yard
1633,Stranger Ground on his lot
1634,Familie lot No 351
1635,Strangers Grounds
1636,Familie lot No 182
1637,
1638,Colored Ground lot 82
1639,Old grave yard
1640,Mexican Grounds
1641,Familie lot No 181
1642,Old grave yard Familie lot
1643,Strangers Grounds
1644,Familie lot No 291
1645,Strangers Grounds
1646,
1647,Familie lot No 182
1648,Old grave yard
1649,Familie lot No 333
1650,
1651,
1652,Colored Grounds
1653,Familie lot No 388
1654,Mexican Grounds
1655,Familie lot No 188
1656,Old grave yard
1657,Familie lot No 194
1658,Strangers Grounds
1659,Colored Grounds
1660,Familie lot No 142
1661,
1662,Familie lot No 182
1663,
1664,Colored Grounds
1665,
1666,Strangers Grounds
1667,Vault
1668,Strangers Grounds
1669,Mexican Grounds
1670,Colored Grounds
1671,
1672,Colored Grounds
1673,Strangers Grounds
1674,
1675,Familie lot No 249
1676,Strangers Grounds
1677,
1678,Colored Grounds
1679,Colored Ground lot 152
1680,
1681,Familie lot No 172
1682,Old grave yard
1683,Mexican Grounds
1684,Strangers Grounds
1685,Mexican Grounds
1686,Strangers Grounds
1687,Colored Grounds
1688,Colored Grounds
1689,Mexican Grounds
1690,Mexican Grounds
1691,
1692,Familie lot No 305
1693,Strangers Grounds
1694,Strangers Grounds
1695,Familie lot No 172
1696,Colored Grounds
1697,Mexican Grounds
1698,
1699,Colored Grounds
1700,Colored Grounds
1701,Strangers Grounds
1702,Familie lot No 155
1703,Colored Grounds
1704,Familie lot No 184
1705,Strangers Grounds
1706,
1707,Familie lot No 188
1708,Colored Grounds
1709,Colored Grounds
1710,
1711,Colored Grounds
1712,Old grave yard Familie lot
1713,Strangers Grounds
1714,Colored Grounds
1715,Colored Grounds
1716,
1717,Strangers Grounds
1718,Strangers Grounds
1719,Familie lot No 268
1720,Familie lot Mr. Gibson Old grave yard
1721,Familie lot No 275
1722,Familie lot No 13
1723,Mexican Grounds
1724,
1725,Old grave yard
1726,Colored Ground lot 8
1727,
1728,Colored Grounds
1729,Old grave yard Familie lot
1730,Colored Grounds
1731,Familie lot No 395
1732,Single Grave lot 99
1733,Familie lot No 264
1734,Familie lot No 265
1735,Colored ground lot 4
1736,Hebrew Inclosure
1737,Familie lot No 277
1738,Familie lot No 57
1739,Familie lot No 267
1740,Single grave old grave yard
1741,Single grave Colored Ground
1742,
1743,Strangers Grounds
1744,Colored Grounds
1745,Familie lot No 266
1746,Familie lot No 249
1747,Colored Grounds
1748,Familie lot No 281
1749,Mexican Grounds
1750,
1751,Familie lot No 201
1752,Strangers Grounds
1753,Old grave yard
1754,Colored Grounds
1755,Familie lot No 173
1756,Familie lot No 57
1757,Colored Grounds
1758,Familie lot No 76
1759,Familie lot No 204
1760,Familie lot No 13
1761,Hebrew Ground
1762,Colored Ground lot 48
1763,
1764,
1765,Familie lot No 175
1766,Strangers Grounds
1767,Colored Ground lot 53
1768,Colored Grounds
1769,Familie lot 297
1770,Familie lot 268
1771,Old grave yard
1772,Strangers Grounds
1773,Familie lot 52
1774,Familie lot 22
1775,Colored Grounds
1776,Familie lot 246
1777,Colored Grounds
1778,familie lot No 275
1779,Familie lot No 219
1780,Familie lot No 201
1781,Colored Grounds
1782,Strangers Grounds
1783,
1784,
1785,Colored Grounds
1786,Colored Grounds
1787,Familie lot No 213
1788,Familie lot No 184
1789,old grave yard
1790,Familie lot No 379
1791,Colored Grounds
1792,
1793,Familie lor No 130
1794,Strangers Grounds
1795,Colored ground y
1796,Colored Grounds
1797,
1798,lot No 44
1799,Familie lot No 44
1800,lot No 158
1801,Familie lot No 209
1802,
1803,Hebrews grave yard
1804,Familie lot No 359
1805,Colored Grounds
1806,Colored lot No 112
1807,Familie lot No 216
1808,Familie lot No 129
1809,Colored lot No 50
1810,Colored Grounds
1811,old grave yard
1812,
1813,Colored Grounds
1814,Strangers Grounds
1815,Familie lot No 299
1816,
1817,Colored Grounds
1818,Strangers Grounds
1819,Famiie lot No 215
1820,Colored Grounds
1821,Colored Grounds
1822,Institute of Blind Asylum lot No 167
1823,Hebrew ground
1824,Mexican Grounds
1825,Strangers Grounds
1826,Mexican Grounds
1827,old grave yard
1828,
1829,old grave yard
1830,lot No  275
1831,familie lot No 335
1832,Strangers Grounds
1833,
1834,Strangers Grounds
1835,
1836,Hebrew ground
1837,Colored Grounds
1838,Familie lot No 265
1839,old grave yard
1840,lot No 16
1841,Colored Grounds
1842,lot No 142
1843,
1844,old grave yard
1845,lot No 69
1846,Colored Grounds
1847,Strangers Grounds
1848,old grave yard
1849,Colored Grounds
1850,Mexican Grounds
